GEOID,NAME,mean_noise,max_noise,min_noise
06037195802,1958.02,62.522325199083014,88.61056518554688,46.607704162597656
06001444500,4445,55.66718106995885,80.48442077636719,45.010589599609375
06001450200,4502,52.12070952868852,61.48602294921875,45.13217544555664
06001450300,4503,57.59166756233878,88.4658432006836,45.01743698120117
06105000500,5,51.48215409629707,66.79700469970703,45.00099182128906
06037137504,1375.04,51.96548612761407,62.09246826171875,45.035179138183594
06037138000,1380,54.799655464216634,75.57747650146484,45.00510787963867
06037139200,1392,59.952150574398246,88.4041976928711,45.01333236694336
06087120901,1209.01,57.77848919172932,80.76640319824219,45.0064811706543
06087120902,1209.02,58.471354166666664,82.5406494140625,45.00099182128906
06087121601,1216.01,52.188638593049326,62.706790924072266,45.118831634521484
06087122401,1224.01,51.8303876981268,64.10945892333984,45.00373840332031
06087121602,1216.02,53.730441623263886,73.40840148925781,45.01880645751953
06087110503,1105.03,54.74166203997462,73.46353149414062,45.040626525878906
06087110506,1105.06,58.31514415694103,75.03245544433594,45.011962890625
06087110202,1102.02,54.24858915441177,70.07747650146484,45.03109359741211
06087110505,1105.05,56.02934999346234,75.43074035644531,45.03109359741211
06087110201,1102.01,54.127640845070424,73.56599426269531,45.01743698120117
06087110302,1103.02,55.8150186763468,76.56768798828125,45.00785446166992
06087110301,1103.01,56.02591338259442,76.68572235107422,45.0324592590332
06087110401,1104.01,57.77396203593997,81.61965942382812,45.01470184326172
06087121701,1217.01,55.58889712045019,82.31214904785156,45.03109359741211
06087121702,1217.02,55.461662710970465,79.18816375732422,45.00236511230469
06087110102,1101.02,54.807313939144734,76.68572235107422,45.02153778076172
06087110601,1106.01,57.485061941132635,81.48910522460938,45.0064811706543
06087122205,1222.05,54.33291632625272,80.38619995117188,45.00922393798828
06087100801,1008.01,54.781878221649485,73.36459350585938,45.00510787963867
06087101002,1010.02,50.968017578125,60.40602111816406,45.07316207885742
06087121802,1218.02,55.15326572204969,83.42817687988281,45.03791046142578
06067002300,23,52.93558407738095,69.98956298828125,45.00922393798828
06067002400,24,54.382143505079824,81.84407043457031,45.01333236694336
06037143200,1432,59.543107342312744,88.7569808959961,45.0528564453125
06037201301,2013.01,54.707302517361114,73.63423919677734,45.04742431640625
06037201302,2013.02,49.11410722108645,58.85926055908203,45.110809326171875
06037201401,2014.01,56.07517505186722,75.21138000488281,45.04606628417969
06037201402,2014.02,56.290025,75.47282409667969,45.039268493652344
06037236001,2360.01,55.03858072916667,73.85963439941406,45.011962890625
06037236102,2361.02,55.69236497574201,75.70191955566406,45.24915313720703
06037409100,4091,60.5367000994695,89.37869262695312,45.01333236694336
06037234301,2343.01,56.892734375,76.75411987304688,45.00785446166992
06037231601,2316.01,52.13483984375,73.78034210205078,45.01743698120117
06037231603,2316.03,55.941094882246375,75.54246520996094,45.00236511230469
06037234001,2340.01,54.564019722622476,76.36286926269531,45.0542106628418
06037236205,2362.05,47.66334025065104,48.70052719116211,45.93396759033203
06037206051,2060.51,57.44105270419426,89.17085266113281,45.00373840332031
06037231301,2313.01,48.131995791480655,55.90172576904297,45.27500915527344
06037231302,2313.02,58.06387939453125,75.85911560058594,45.035179138183594
06037532607,5326.07,56.27052147071678,77.54424285888672,45.01743698120117
06037275604,2756.04,58.899216401553105,79.15558624267578,45.063697814941406
06037530007,5300.07,55.61385322077185,86.21279907226562,45.00236511230469
06037271804,2718.04,52.66059955797697,74.45915222167969,45.024269104003906
06037551002,5510.02,50.57613809453616,57.10032653808594,45.09067916870117
06037502700,5027,57.521959950046465,89.01131439208984,45.0064811706543
06037502901,5029.01,55.50327639607988,75.14149475097656,45.06910705566406
06037550801,5508.01,54.13071917543317,74.01917266845703,45.03109359741211
06037502604,5026.04,55.696918600512525,80.88490295410156,45.06640625
06037276608,2766.08,48.599496414412314,52.63872528076172,47.868934631347656
06037550502,5505.02,56.49231101778656,89.09663391113281,45.01743698120117
06037276102,2761.02,58.24248870481928,87.31266021728516,45.062339782714844
