zcta,noise_mean_db,noise_max_db,noise_min_db,median_household_income,unemployment_rate,population,pnhwhite,pnhblack,phispanic,pforeign_born,punemployed,affluence,disadvantage,median_family_income,home_value,poverty_rate
90221,57.258796589857845,79.76797881796459,45.04933088996715,72937.0,57.0,52119.0,0.0068305223249,0.1863811612129,0.7845507264137,0.3491432964802,0.0774625018239,0.1372809559107,0.2200079113245,67473.0,643541.5316535407,15.7
90222,56.208233567467204,76.23292078454622,45.030784147017194,78425.0,54.9,33021.0,0.0104781808332,0.2378486394882,0.7314436435699,0.2934193313122,0.0948729589581,0.1745719462633,0.2478203177452,76016.0,620595.8539288269,13.6
90223,56.09613305817611,72.81260681152344,45.00510787963867,,,,,,,,,,,,,
90224,56.79415030991736,74.5999526977539,45.00510787963867,,,,,,,,,,,,,
90230,58.34264207898011,85.21388413740027,45.03272649643909,107109.0,62.7,32005.0,0.395563185215,0.0861740335822,0.3014841377735,0.2628339231014,0.0494610369205,0.5802012085915,0.1109735146165,142368.0,1098761.019979616,7.8
90231,58.71405284831846,88.87673187255861,45.00373840332031,,,,,,,,,,,,,
90232,57.35341810382848,79.94090090486391,45.046419566190345,122396.0,63.4,16352.0,0.4755993187428,0.0390777885914,0.2064579278231,0.2399094849825,0.0517593882978,0.6269026398659,0.0660831555724,150761.0,1775091.6725881975,6.7
90239,55.04009004769076,74.01917266845703,45.07855987548828,,,,,,,,,,,,,
90240,55.72834291098263,83.54573099915605,45.020453596062225,101904.0,65.5,26026.0,0.1571889668703,0.0356182269752,0.7081379890442,0.3108429908752,0.047113660723,0.3620530664921,0.1096668839455,105861.0,946321.726343533,7.7
90241,55.38645533554245,74.11304778403445,45.04911317290974,88006.0,61.8,45341.0,0.1417039781809,0.0275027025491,0.74896889925,0.3138439953327,0.0695344954729,0.3020682632923,0.1180332824588,86142.0,932177.85202537,5.6
90242,57.322978279651515,78.14758288731754,45.04652033747437,89075.0,60.1,41685.0,0.1153892278671,0.04318100214,0.7600095868111,0.3217224478722,0.0468998067081,0.2730207145214,0.122766315937,88223.0,826677.7283589389,8.6
90245,55.15214086272478,76.19804813362015,45.06679563528727,150737.0,67.2,17081.0,0.5746735930443,0.0478894673288,0.1877524703741,0.1201920285821,0.0539770014584,0.6344171762466,0.0537372417748,173714.0,1753335.4322369625,3.0
90247,56.69305869599826,79.26234655390324,45.06353695606742,77333.0,62.5,47682.0,0.064594604075,0.1649888902903,0.49106580019,0.4022062718868,0.0491974875331,0.270261734724,0.1452026814222,82500.0,756470.1791030584,8.5
90248,57.36908029578,83.41951216694035,45.02816490439931,91176.0,60.8,11453.0,0.0628656223416,0.1845804601908,0.33737885952,0.3614773452282,0.0492047704756,0.3513604104519,0.1068368926644,94934.0,818331.2539100527,8.5
90249,57.1732227898609,76.91741517388186,45.02909105880636,89712.0,61.6,25929.0,0.1249566152692,0.2465193420649,0.4377337992191,0.3248486220837,0.0394023731351,0.310598731041,0.1339386850595,97839.0,810112.746470951,8.2
