zcta,population,pnhwhite,pnhblack,phispanic,pforeign_born,punemployed,poverty_rate,affluence,disadvantage,median_family_income
42741,513,1.0,0.0,0.0,0.0,0.0,0.0350877195597,0.2321131825447,0.1309456825256,60947.0
42743,9043,0.9356408119202,0.0144863426685,0.0220059715211,0.0024328208528,0.1045679673553,0.1991458684206,0.1689685881138,0.2537934482098,58059.0
42746,2512,0.9307324886322,0.0199044588953,0.0,0.0103503186256,0.0518819950521,0.2161624133587,0.1468844860792,0.2398561388254,58393.0
42748,9280,0.9149784445763,0.0253232754767,0.0434267222881,0.0161637924612,0.0166005939245,0.1555801033974,0.2423384189606,0.1997235566378,72140.0
42749,5095,0.7958782911301,0.1260058879852,0.02924435772,0.0113837094977,0.0418189205229,0.2486266493797,0.2215273678303,0.2853292226791,52723.0
42753,801,0.971285879612,0.0,0.0287141073495,0.0,0.0465838499367,0.1672908812761,0.1199458688498,0.1914094388485,55156.0
42754,15918,0.9591029286385,0.0069732377306,0.0053398669697,0.0072245257907,0.0585395283997,0.2299586236477,0.2105712741613,0.2049889415503,59567.0
42757,2995,0.8751252293587,0.0657762959599,0.0170283801854,0.0096828043461,0.0543109290302,0.228762537241,0.1399612575769,0.1999632269144,68790.0
42764,430,0.8372092843056,0.0,0.0,0.0,0.0,0.3279069662094,0.1491228044033,0.2320707291365,68393.0
42765,6767,0.9179843068123,0.0276341065764,0.0308851785958,0.0060588149354,0.0281690135598,0.2100198566914,0.1621396541595,0.2192612886429,62696.0
42776,2025,0.9501234292984,0.0044444445521,0.0019753086381,0.004938271828,0.0411764718592,0.1449421197176,0.1983630210161,0.1594251543283,61204.0
42782,933,0.8971061110497,0.0750267952681,0.0,0.0,0.0,0.1918542385101,0.1773272007704,0.228626742959,75729.0
42784,3050,0.9537705183029,0.0068852459081,0.01016393397,0.0052459016442,0.0114242192358,0.2279605269432,0.2109948992729,0.2315961271524,71219.0
43001,2537,0.9538825154305,0.0003941663308,0.0015766653232,0.0126133225858,0.0697012767196,0.0803180932999,0.3558708429337,0.114446491003,81647.0
43002,776,1.0,0.0,0.0,0.0695876255631,0.0,0.0347938127816,0.5649352669716,0.0115979379043,106761.0
43003,3139,0.9432940483093,0.0108314752579,0.0070086014457,0.0070086014457,0.0123943658546,0.1285574138165,0.2361210286617,0.1327302902937,79375.0
43004,31002,0.5274176001549,0.2534675300121,0.049254886806,0.1759563833475,0.0304565504193,0.0587494336069,0.4711620807648,0.0754003226757,117500.0
43005,445,1.0,0.0,0.0,0.0,0.0,0.0,0.1022298485041,0.1945887356997,70699.0
43006,471,0.9087048768997,0.0,0.0,0.0233545638621,0.0137931033969,0.050955414772,0.1395589113235,0.0984603986144,61058.0
43008,2365,0.9369978904724,0.0,0.0291754752398,0.0080338269472,0.0176470596343,0.1687103658915,0.1781350076199,0.2204854041338,62100.0
