zip_code,State,county_name,home_value
91740,CA,Los Angeles County,818449.9656899587
94402,CA,San Mateo County,2478818.9825211526
95492,CA,Sonoma County,808275.1741361403
92868,CA,Orange County,912279.3832436672
90680,CA,Orange County,790400.8604212602
93035,CA,Ventura County,908127.373483896
92629,CA,Orange County,1757291.4229705408
91010,CA,Los Angeles County,785084.3171410711
90017,CA,Los Angeles County,581628.8969874367
91755,CA,Los Angeles County,920506.7629101352
95370,CA,Tuolumne County,407975.759172291
91030,CA,Los Angeles County,1713243.8589530631
93704,CA,Fresno County,381680.28934236086
91741,CA,Los Angeles County,1019474.3491889164
90035,CA,Los Angeles County,1630644.1715855636
95776,CA,Yolo County,602858.3512366237
91103,CA,Los Angeles County,1089191.4057551872
91302,CA,Los Angeles County,1979941.199818492
91042,CA,Los Angeles County,904899.1077959706
94506,CA,Contra Costa County,2091781.6787460232
90064,CA,Los Angeles County,1875786.3157424545
92782,CA,Orange County,1349454.3167024052
92694,CA,Orange County,1282997.3897345702
94547,CA,Contra Costa County,746975.6024652207
92411,CA,San Bernardino County,428129.02094142983
94530,CA,Contra Costa County,1141717.983271523
91932,CA,San Diego County,844894.9244369284
91364,CA,Los Angeles County,1321311.6835115384
94559,CA,Napa County,814986.2842462901
91784,CA,San Bernardino County,983655.2740397516
95330,CA,San Joaquin County,647374.2386386403
92860,CA,Riverside County,923861.0282502888
92606,CA,Orange County,1508850.5966683263
91504,CA,Los Angeles County,1237506.8346619343
90746,CA,Los Angeles County,832698.430208567
94619,CA,Alameda County,843413.0939164069
90249,CA,Los Angeles County,810112.746470951
92284,CA,San Bernardino County,357757.36265735986
90291,CA,Los Angeles County,1908122.7143979275
95354,CA,Stanislaus County,400198.44196972105
90274,CA,Los Angeles County,2556115.9810576756
92585,CA,Riverside County,600243.1582946153
94947,CA,Marin County,1017902.287541274
93960,CA,Monterey County,635307.381416617
95864,CA,Sacramento County,752328.1946798578
95945,CA,Nevada County,479883.9298137368
95618,CA,Yolo County,843198.5210493162
94133,CA,San Francisco County,1370623.5052949584
94510,CA,Solano County,786760.0571511692
91301,CA,Los Angeles County,1251211.822226478
95003,CA,Santa Cruz County,1355348.230426225
90740,CA,Orange County,795343.5403616814
92832,CA,Orange County,892883.7155557693
90270,CA,Los Angeles County,651884.4768976881
92371,CA,San Bernardino County,467176.7787383156
90015,CA,Los Angeles County,615078.2061700613
91307,CA,Los Angeles County,1008732.366185184
90240,CA,Los Angeles County,946321.726343533
92119,CA,San Diego County,995582.5265621168
90602,CA,Los Angeles County,853674.0632256592
91384,CA,Los Angeles County,805865.2254256834
94089,CA,Santa Clara County,1489946.934970973
91403,CA,Los Angeles County,1493038.2017848643
90303,CA,Los Angeles County,782181.4214447212
95677,CA,Placer County,659037.2245795708
94803,CA,Contra Costa County,735059.5180492313
91411,CA,Los Angeles County,992513.0256470952
96007,CA,Shasta County,343004.999767153
95215,CA,San Joaquin County,440676.84982258035
95054,CA,Santa Clara County,1538748.8073952785
93212,CA,Kings County,267691.5878882942
94123,CA,San Francisco County,2351631.7687361683
91390,CA,Los Angeles County,928135.6779871192
95503,CA,Humboldt County,430506.6033860243
92211,CA,Riverside County,531049.662381851
91775,CA,Los Angeles County,1285713.2307291245
94609,CA,Alameda County,956499.9920993582
95531,CA,Del Norte County,361747.41262574465
95620,CA,Solano County,609646.5773163362
92651,CA,Orange County,3078455.1334889657
95409,CA,Sonoma County,785253.0572220334
92011,CA,San Diego County,1401128.1414751094
92277,CA,San Bernardino County,248202.534690644
93907,CA,Monterey County,833021.613892309
95949,CA,Nevada County,544292.7872553194
90404,CA,Los Angeles County,1064605.6398175966
94030,CA,San Mateo County,2067126.7835949436
92377,CA,San Bernardino County,646298.0136199599
94085,CA,Santa Clara County,1583347.5168160584
94024,CA,Santa Clara County,4704359.818317366
90292,CA,Los Angeles County,1238285.7032741343
91106,CA,Los Angeles County,928892.4156444208
95405,CA,Sonoma County,742246.1264583337
91737,CA,San Bernardino County,956187.9729791888
95501,CA,Humboldt County,392043.18777132453
92844,CA,Orange County,944700.5177692376
94503,CA,Napa County,746493.0284817815
90403,CA,Los Angeles County,1487193.844366995
91201,CA,Los Angeles County,1313818.0692102015
93610,CA,Madera County,391174.0786959396
90720,CA,Orange County,1572334.016122203
95746,CA,Placer County,1166824.5904737627
93933,CA,Monterey County,878268.001593666
94519,CA,Contra Costa County,720297.6505173477
90717,CA,Los Angeles County,922830.982699079
95818,CA,Sacramento County,718277.4977621301
95391,CA,San Joaquin County,928663.225845891
95827,CA,Sacramento County,475623.8536046239
94597,CA,Contra Costa County,1001598.1603772218
93560,CA,Kern County,409830.2568086351
90272,CA,Los Angeles County,2942473.1216383823
94596,CA,Contra Costa County,1103526.6336000788
95521,CA,Humboldt County,488555.7864199648
91040,CA,Los Angeles County,927236.2619156596
95965,CA,Butte County,306496.3662746627
95135,CA,Santa Clara County,1788082.9418230008
91011,CA,Los Angeles County,2497703.004198452
92029,CA,San Diego County,1195962.7831728533
92532,CA,Riverside County,631315.3121907118
93203,CA,Kern County,299348.8432501903
92354,CA,San Bernardino County,644870.5313388705
93023,CA,Ventura County,1152474.938489552
93630,CA,Fresno County,413322.5456400628
92251,CA,Imperial County,440415.62700923026
92663,CA,Orange County,2703773.827013475
92082,CA,San Diego County,934807.373357269
92225,CA,Riverside County,220782.819958873
91202,CA,Los Angeles County,1239606.6784929542
95110,CA,Santa Clara County,844528.1375816251
92501,CA,Riverside County,564194.2392358395
93041,CA,Ventura County,630147.553382465
93263,CA,Kern County,381761.5673595817
94579,CA,Alameda County,864518.3532152828
92108,CA,San Diego County,605178.6218544713
90068,CA,Los Angeles County,1659929.8870592883
92887,CA,Orange County,1517648.0828277792
90069,CA,Los Angeles County,1260111.418701473
95841,CA,Sacramento County,433901.8626656821
94703,CA,Alameda County,1294407.971029347
92106,CA,San Diego County,1825355.1996069148
92865,CA,Orange County,1070726.84147864
90715,CA,Los Angeles County,827291.6191900391
95138,CA,Santa Clara County,1839454.9551560115
92344,CA,San Bernardino County,518307.85360495513
90732,CA,Los Angeles County,896061.2674356853
90603,CA,Los Angeles County,892065.0637251819
91101,CA,Los Angeles County,780643.0037791105
93908,CA,Monterey County,1180718.7872123544
95367,CA,Stanislaus County,486240.48681414913
93927,CA,Monterey County,552700.9534189849
92587,CA,Riverside County,642854.4969217881
93210,CA,Fresno County,293594.7747291824
90670,CA,Los Angeles County,783783.989884802
94552,CA,Alameda County,1406408.9913166228
94022,CA,Santa Clara County,5154203.721516581
91602,CA,Los Angeles County,1073098.7202750614
93444,CA,San Luis Obispo County,941614.6569847782
94564,CA,Contra Costa County,726086.0603047744
93015,CA,Ventura County,697897.7237734403
90254,CA,Los Angeles County,2263721.879825474
90048,CA,Los Angeles County,1784377.701800572
94127,CA,San Francisco County,1943926.3210520511
91902,CA,San Diego County,1151979.9322751798
92586,CA,Riverside County,418087.02153022174
92808,CA,Orange County,1219173.3606058846
94563,CA,Contra Costa County,2006336.7114008616
90265,CA,Los Angeles County,3240129.192174588
90210,CA,Los Angeles County,5242255.079812688
94706,CA,Alameda County,1271479.3010557566
92603,CA,Orange County,2386330.6130041243
90502,CA,Los Angeles County,740607.0246851951
96161,CA,Nevada County,1014603.1026445016
90814,CA,Los Angeles County,1006992.078781925
95304,CA,San Joaquin County,921788.9321850447
92264,CA,Riverside County,604121.0951687025
93103,CA,Santa Barbara County,1749279.3520332056
95959,CA,Nevada County,555036.9143929855
91506,CA,Los Angeles County,1229826.261096568
91901,CA,San Diego County,973231.6864893502
91501,CA,Los Angeles County,1254095.1369348897
95963,CA,Glenn County,395325.6809195254
91203,CA,Los Angeles County,791044.3596817604
95357,CA,Stanislaus County,509272.8134850384
95816,CA,Sacramento County,719975.825542802
91361,CA,Ventura County,1582819.543453612
91345,CA,Los Angeles County,831941.4772525731
95366,CA,San Joaquin County,689109.9315128957
94301,CA,Santa Clara County,4362311.094087103
95519,CA,Humboldt County,483109.28994900966
94949,CA,Marin County,1247695.065899429
91204,CA,Los Angeles County,766772.9589153897
92582,CA,Riverside County,516917.3121698813
95602,CA,Placer County,644847.8076989109
95819,CA,Sacramento County,758709.1391726626
92010,CA,San Diego County,1316540.9797186991
95673,CA,Sacramento County,453109.0988082283
94945,CA,Marin County,1090815.6480739485
93268,CA,Kern County,207045.21325757515
93111,CA,Santa Barbara County,1692180.9780575626
95334,CA,Merced County,427287.9637560062
91723,CA,Los Angeles County,809227.2765201704
94595,CA,Contra Costa County,697561.1275128416
92270,CA,Riverside County,845381.3487098821
94618,CA,Alameda County,1631257.189658244
90245,CA,Los Angeles County,1753335.4322369625
92637,CA,Orange County,469069.3500687601
93930,CA,Monterey County,524092.17161930696
96130,CA,Lassen County,235176.28611414647
95448,CA,Sonoma County,1111279.0097017277
91914,CA,San Diego County,1192123.222069986
93247,CA,Tulare County,311269.45657877094
91381,CA,Los Angeles County,971463.9712198084
93013,CA,Santa Barbara County,1512276.050129789
94019,CA,San Mateo County,1587616.620943633
93110,CA,Santa Barbara County,1927302.5907801304
94702,CA,Alameda County,1182679.392841708
93631,CA,Fresno County,481905.89258681145
92617,CA,Orange County,844119.8473601408
90701,CA,Los Angeles County,871376.1037102303
95650,CA,Placer County,941351.4384690598
93728,CA,Fresno County,303037.9142046862
94305,CA,Santa Clara County,3295414.993540786
95422,CA,Lake County,205745.16097065955
94041,CA,Santa Clara County,2278177.9050852885
95203,CA,San Joaquin County,350162.4475016966
94502,CA,Alameda County,1190235.905348408
90232,CA,Los Angeles County,1775091.6725881975
95742,CA,Sacramento County,625113.2280846125
91436,CA,Los Angeles County,2275988.6268468634
93250,CA,Kern County,310472.23253422073
96021,CA,Tehama County,295197.4944110166
95437,CA,Mendocino County,577322.4902152304
92845,CA,Orange County,1124107.3219930476
92866,CA,Orange County,1124991.1723560048
94960,CA,Marin County,1700113.635345047
94805,CA,Contra Costa County,702222.1959285839
94612,CA,Alameda County,540378.0968002648
92118,CA,San Diego County,2587691.321626757
93636,CA,Madera County,524197.42092385393
93648,CA,Fresno County,327914.5153921063
95388,CA,Merced County,362914.8214049242
93923,CA,Monterey County,2365253.078937599
93950,CA,Monterey County,1437452.2664155343
94542,CA,Alameda County,1264391.1429765427
93402,CA,San Luis Obispo County,878054.1163827186
91502,CA,Los Angeles County,816704.0540879103
91208,CA,Los Angeles County,1553309.1008379385
93221,CA,Tulare County,391119.74459019885
96022,CA,Tehama County,370079.8019113148
94556,CA,Contra Costa County,1668181.589563792
93723,CA,Fresno County,512455.9308491179
90623,CA,Orange County,1210241.3818752477
90248,CA,Los Angeles County,818331.2539100527
95066,CA,Santa Cruz County,1287037.1572593402
94705,CA,Alameda County,2007477.9517540336
95252,CA,Calaveras County,471546.1487569809
93514,CA,Inyo County,594230.5262647821
94105,CA,San Francisco County,1079017.706127545
95540,CA,Humboldt County,423880.7421698526
95490,CA,Mendocino County,353732.9636803663
91105,CA,Los Angeles County,1826518.6213344217
90716,CA,Los Angeles County,646472.5325014965
95817,CA,Sacramento County,477268.4178707958
95360,CA,Stanislaus County,438558.25130298425
90305,CA,Los Angeles County,820060.1278085407
95030,CA,Santa Clara County,3624771.077546712
95130,CA,Santa Clara County,2207725.849912385
94904,CA,Marin County,2276411.122079989
93241,CA,Kern County,248205.96303962663
93622,CA,Fresno County,337872.34740619775
93301,CA,Kern County,312403.59431522107
91377,CA,Ventura County,1153387.5962212388
95640,CA,Amador County,465920.11446689133
95832,CA,Sacramento County,422263.1071804802
95326,CA,Stanislaus County,554267.6562194023
95948,CA,Butte County,354156.817978838
93433,CA,San Luis Obispo County,774293.329563669
92274,CA,Riverside County,300675.8133623546
92014,CA,San Diego County,2892760.94555591
94517,CA,Contra Costa County,1056086.0056206286
91108,CA,Los Angeles County,2855242.6417617667
94108,CA,San Francisco County,1007904.1826956188
93204,CA,Kings County,255937.86097864923
95320,CA,San Joaquin County,602126.15041868
90013,CA,Los Angeles County,604553.1410822031
92567,CA,Riverside County,569570.0572546311
95605,CA,Yolo County,418258.8765623037
90293,CA,Los Angeles County,945182.0666978696
92625,CA,Orange County,4300959.5432285825
91207,CA,Los Angeles County,1756223.5573448197
92408,CA,San Bernardino County,479741.0942968914
95315,CA,Merced County,415984.7662077399
94920,CA,Marin County,3336032.252898198
94708,CA,Alameda County,1635194.281637285
95453,CA,Lake County,359595.23692661413
92313,CA,San Bernardino County,589159.9981317905
94707,CA,Alameda County,1786395.6255835711
90755,CA,Los Angeles County,713907.1963671269
95953,CA,Sutter County,393557.10056478874
94507,CA,Contra Costa County,2587084.8899331135
90040,CA,Los Angeles County,699448.4335656655
90402,CA,Los Angeles County,4825624.901019332
93505,CA,Kern County,274328.44880503527
94709,CA,Alameda County,1330376.3488128304
93109,CA,Santa Barbara County,2460911.2856479697
93647,CA,Tulare County,307890.27047074586
94065,CA,San Mateo County,1852543.420755322
90010,CA,Los Angeles County,975813.8160922432
92075,CA,San Diego County,2289801.82829877
93442,CA,San Luis Obispo County,957922.907530012
92314,CA,San Bernardino County,415951.8084037592
95814,CA,Sacramento County,549627.1983294373
95425,CA,Sonoma County,641287.3667315661
90212,CA,Los Angeles County,2451533.5068589374
94965,CA,Marin County,1546147.3905380368
94925,CA,Marin County,1860608.3803057931
91708,CA,San Bernardino County,720012.5013799593
93543,CA,Los Angeles County,468520.1404827973
95451,CA,Lake County,355746.1925962455
93614,CA,Madera County,421965.8872075911
95012,CA,Monterey County,688479.811778518
91024,CA,Los Angeles County,1441305.916276506
93730,CA,Fresno County,651591.2491224097
91978,CA,San Diego County,823088.8222038198
96019,CA,Shasta County,301964.08841487305
95954,CA,Butte County,273465.5440481776
93721,CA,Fresno County,201491.04828064772
95368,CA,Stanislaus County,492376.34697213926
94931,CA,Sonoma County,724951.2392647807
95119,CA,Santa Clara County,1446298.8974920225
92320,CA,Riverside County,570548.7958119746
92610,CA,Orange County,1274939.8067493427
92007,CA,San Diego County,2129306.2746335543
94571,CA,Solano County,460706.38364334893
95338,CA,Mariposa County,398504.6768893309
95064,CA,Santa Cruz County,669979.869054054
91935,CA,San Diego County,1026887.5177752416
92657,CA,Orange County,5709245.978997621
95322,CA,Merced County,421074.1224998644
95386,CA,Stanislaus County,431934.1329992691
93286,CA,Tulare County,333862.1357993335
95073,CA,Santa Cruz County,1345344.0156147713
93465,CA,San Luis Obispo County,989501.6430762884
93640,CA,Fresno County,332150.91173016577
93737,CA,Fresno County,522462.5332632698
95033,CA,Santa Clara County,1461063.9941602014
94505,CA,Contra Costa County,792796.3335622977
95694,CA,Yolo County,617289.2251197934
95713,CA,Placer County,504755.18078883225
92250,CA,Imperial County,350514.08544546686
95065,CA,Santa Cruz County,1363617.168510473
96097,CA,Siskiyou County,255630.00328636545
93701,CA,Fresno County,245480.8324859976
92252,CA,San Bernardino County,345559.12277303886
92241,CA,Riverside County,408197.5237995793
90094,CA,Los Angeles County,1370162.6219646356
95010,CA,Santa Cruz County,1251970.2138836712
94158,CA,San Francisco County,1298030.8435584782
93108,CA,Santa Barbara County,5117038.501130526
93926,CA,Monterey County,636640.1179178416
95327,CA,Tuolumne County,407791.0077768808
93219,CA,Tulare County,265031.3627780557
93620,CA,Merced County,365822.5907621731
90077,CA,Los Angeles County,3107221.896957423
90401,CA,Los Angeles County,1311963.221854532
95988,CA,Glenn County,315754.15221334127
95324,CA,Merced County,481936.37947404943
92359,CA,San Bernardino County,517122.14610122953
94572,CA,Contra Costa County,651296.8610303247
90211,CA,Los Angeles County,2234114.440343088
93546,CA,Mono County,819754.4351316917
90056,CA,Los Angeles County,1686475.2717932996
92067,CA,San Diego County,4792045.57609406
93646,CA,Fresno County,299787.60872380045
95726,CA,El Dorado County,400010.0253624942
95946,CA,Nevada County,521387.9735274766
93463,CA,Santa Barbara County,1419608.8808295454
93591,CA,Los Angeles County,386321.4328568665
95316,CA,Stanislaus County,555791.6696405847
95969,CA,Butte County,335437.8519182445
95006,CA,Santa Cruz County,726573.6554324636
92249,CA,Imperial County,415852.28769058106
93223,CA,Tulare County,292277.20745069487
92365,CA,San Bernardino County,233861.1362607764
94930,CA,Marin County,1248484.6906439497
92276,CA,Riverside County,382377.8108044205
95811,CA,Sacramento County,599541.3547448227
93625,CA,Fresno County,471622.31219643983
93449,CA,San Luis Obispo County,1117832.7992995076
92356,CA,San Bernardino County,258558.93135065152
95932,CA,Colusa County,373374.64765380113
92325,CA,San Bernardino County,363935.6692345496
91020,CA,Los Angeles County,1027983.480507262
94574,CA,Napa County,1684219.995940218
95018,CA,Santa Cruz County,842568.1125525353
90014,CA,Los Angeles County,541981.2563588558
93434,CA,Santa Barbara County,563674.2254922925
94515,CA,Napa County,1079843.895660577
95658,CA,Placer County,933482.9275805358
95139,CA,Santa Clara County,1368796.7152889862
96094,CA,Siskiyou County,307248.1652970237
94027,CA,San Mateo County,8314785.674277261
96067,CA,Siskiyou County,416101.22418398486
93510,CA,Los Angeles County,854372.0040957223
94710,CA,Alameda County,1003006.5147126904
92254,CA,Riverside County,337305.17553870234
93460,CA,Santa Barbara County,1884835.4675246105
90290,CA,Los Angeles County,1452358.2069538098
95987,CA,Colusa County,374788.20162809105
95220,CA,San Joaquin County,802291.0900026109
95642,CA,Amador County,436252.0375430907
95046,CA,Santa Clara County,1646016.3141971591
93615,CA,Tulare County,279622.92661486095
92121,CA,San Diego County,1114542.4215572851
93656,CA,Fresno County,342558.78369690414
93644,CA,Madera County,436049.5146091574
93445,CA,San Luis Obispo County,679810.4626829942
92233,CA,Imperial County,261500.00782145813
95005,CA,Santa Cruz County,919726.765767402
95683,CA,Sacramento County,710674.0190940356
95436,CA,Sonoma County,638899.6022411454
95971,CA,Plumas County,320109.2535054395
94939,CA,Marin County,2201589.0473871366
92861,CA,Orange County,2341225.4095449834
92624,CA,Orange County,1671467.5891755077
92590,CA,Riverside County,1489940.4660331218
93240,CA,Kern County,220116.1584751415
95019,CA,Santa Cruz County,765374.9648163506
93267,CA,Tulare County,320727.7705222357
95693,CA,Sacramento County,961619.4251351468
95666,CA,Amador County,342631.93076435925
92655,CA,Orange County,1052731.8640802733
94028,CA,San Mateo County,4338042.01335732
92342,CA,San Bernardino County,374220.5660119964
95222,CA,Calaveras County,449319.7847222565
93225,CA,Kern County,326923.4372261833
93609,CA,Fresno County,396796.9359584923
95626,CA,Sacramento County,513843.1500946215
96117,CA,Lassen County,287481.84381557634
93022,CA,Ventura County,897999.6201574818
92548,CA,Riverside County,566389.6752188936
95672,CA,El Dorado County,831162.6892286435
95202,CA,San Joaquin County,338931.0036023485
93924,CA,Monterey County,1473559.669032978
95470,CA,Mendocino County,557208.410188005
92210,CA,Riverside County,1455846.8752333429
93256,CA,Tulare County,269138.012470451
92003,CA,San Diego County,1029671.3053716456
93427,CA,Santa Barbara County,920473.81994576
93501,CA,Kern County,234534.0944097099
95722,CA,Placer County,674606.5756889941
92372,CA,San Bernardino County,463114.83347537665
93451,CA,Monterey County,623591.6596326187
95446,CA,Sonoma County,532830.383010971
95912,CA,Colusa County,417218.183254512
95467,CA,Lake County,369768.25258396793
95231,CA,San Joaquin County,528487.5862576164
95692,CA,Yuba County,455254.8648054883
93428,CA,San Luis Obispo County,1008754.4809224792
93234,CA,Fresno County,253476.0276853064
95709,CA,El Dorado County,509881.97510148416
95619,CA,El Dorado County,440379.50480886694
94005,CA,San Mateo County,1163815.1088726427
95457,CA,Lake County,380560.9176657836
95461,CA,Lake County,320302.71008053725
95631,CA,Placer County,501766.13110910595
92352,CA,San Bernardino County,606796.5020558472
95004,CA,San Benito County,974649.9706668692
95938,CA,Butte County,603294.1794689172
90058,CA,Los Angeles County,590746.0666382097
95236,CA,San Joaquin County,672517.2157117915
92315,CA,San Bernardino County,545529.7570676802
95249,CA,Calaveras County,346230.725212587
91906,CA,San Diego County,503301.051653754
95383,CA,Tuolumne County,403415.3985063584
92823,CA,Orange County,1297753.8631696403
95655,CA,Sacramento County,576021.4486148603
93272,CA,Tulare County,267344.7550013808
95228,CA,Calaveras County,523535.1179289443
95321,CA,Tuolumne County,397584.2078108335
93270,CA,Tulare County,390151.4597502385
95045,CA,San Benito County,914412.292247326
95614,CA,El Dorado County,529477.4085439224
92676,CA,Orange County,1069672.4674202132
95627,CA,Yolo County,475173.3996139411
93660,CA,Fresno County,296942.4781415469
95623,CA,El Dorado County,569442.3217818419
92539,CA,Riverside County,400324.964047881
92004,CA,Imperial County,354550.5457637178
93513,CA,Inyo County,424290.80378568993
95634,CA,El Dorado County,416617.0625694665
93235,CA,Tulare County,264786.34170872974
96013,CA,Shasta County,218322.92138277335
96101,CA,Modoc County,176739.18175728308
95669,CA,Amador County,567651.6963522132
93532,CA,Los Angeles County,426371.50045599305
92363,CA,San Bernardino County,190029.1591173076
90021,CA,Los Angeles County,877344.2686522087
90704,CA,Los Angeles County,930359.9467064628
96122,CA,Plumas County,262455.85871029255
95423,CA,Lake County,258971.60780658387
96064,CA,Siskiyou County,258363.24380419592
96088,CA,Shasta County,321830.6000722468
92285,CA,San Bernardino County,210525.35951411747
95633,CA,El Dorado County,486031.6721822392
92397,CA,San Bernardino County,430423.64010967856
96073,CA,Shasta County,570351.3128688325
95379,CA,Tuolumne County,347257.5985340732
95685,CA,Amador County,470639.1351793932
95247,CA,Calaveras County,500612.6617699158
95237,CA,San Joaquin County,525614.6044749321
93953,CA,Monterey County,2822109.8020531423
95665,CA,Amador County,403621.5204476184
95365,CA,Merced County,288217.4130034064
95113,CA,Santa Clara County,665264.2764377893
92256,CA,San Bernardino County,320595.9458279235
94304,CA,Santa Clara County,3310285.742276455
94037,CA,San Mateo County,1525533.358543614
93265,CA,Tulare County,426270.72851235606
93453,CA,San Luis Obispo County,752710.8596023867
95223,CA,Calaveras County,425339.60785963247
95684,CA,El Dorado County,460987.4382547322
92661,CA,Orange County,4628972.807371122
94111,CA,San Francisco County,1088104.8894306663
95542,CA,Humboldt County,348644.74521892815
94951,CA,Sonoma County,1288249.6789256977
94599,CA,Napa County,1366195.85624451
95562,CA,Humboldt County,306896.8518417131
96035,CA,Tehama County,267006.1485282515
92536,CA,Riverside County,567626.1332661492
93066,CA,Ventura County,1556384.150135597
96114,CA,Lassen County,312338.8090708977
94508,CA,Napa County,917622.5029002792
92036,CA,San Diego County,585031.4198815386
96032,CA,Siskiyou County,280979.20528117416
93461,CA,San Luis Obispo County,515110.6569360676
95551,CA,Humboldt County,443119.8412281675
94129,CA,San Francisco County,1590885.2302449662
93516,CA,Kern County,169161.1245078746
93553,CA,Los Angeles County,432702.69025507494
95536,CA,Humboldt County,502275.510919332
92382,CA,San Bernardino County,350091.0487858248
96143,CA,Placer County,777961.4215786272
95428,CA,Mendocino County,273171.4394491027
96137,CA,Plumas County,443373.20093198144
95333,CA,Merced County,350374.51664761035
95328,CA,Stanislaus County,432367.4381291649
95442,CA,Sonoma County,1223892.9399496766
93242,CA,Fresno County,384639.2218694882
94525,CA,Contra Costa County,667538.4370322207
95918,CA,Yuba County,563309.1119227442
93206,CA,Kern County,233304.7354971027
93523,CA,Kern County,216519.34948219665
93616,CA,Fresno County,383731.6138887477
94586,CA,Alameda County,1468760.03644172
93675,CA,Fresno County,391962.2926328191
96093,CA,Trinity County,296257.21844994574
95464,CA,Lake County,228834.1002258352
92662,CA,Orange County,4585065.047220229
94957,CA,Marin County,4125965.625440249
93430,CA,San Luis Obispo County,1343454.4978919972
93602,CA,Fresno County,399719.39223980834
93544,CA,Los Angeles County,420257.647527685
95638,CA,Sacramento County,806722.1412969368
95245,CA,Calaveras County,347693.74426420085
91962,CA,San Diego County,651119.2616287409
95570,CA,Humboldt County,590816.5961592147
95445,CA,Mendocino County,627173.5331186053
90067,CA,Los Angeles County,1601314.7632482678
96134,CA,Modoc County,156603.70259072116
93920,CA,Monterey County,1789741.2735224653
95917,CA,Butte County,344825.17316076625
95039,CA,Monterey County,1087305.519434543
93643,CA,Madera County,400591.9432278119
93252,CA,Kern County,182261.3790525787
92561,CA,Riverside County,578272.8851040566
94514,CA,Contra Costa County,848954.1208444327
96020,CA,Plumas County,346226.80791747087
93249,CA,Kern County,275384.84928229754
95246,CA,Calaveras County,342279.58783435455
92282,CA,Riverside County,395572.36848002457
95310,CA,Tuolumne County,394116.20552127174
96058,CA,Siskiyou County,120519.43640454632
95454,CA,Mendocino County,328743.7775930833
95460,CA,Mendocino County,941180.0200507598
93283,CA,Kern County,204880.487532608
95230,CA,Stanislaus County,710501.6356731112
95255,CA,Calaveras County,282263.2006686442
91917,CA,San Diego County,575480.4063509079
95663,CA,Placer County,949368.4023216072
95469,CA,Lake County,433975.5437119075
95458,CA,Lake County,239337.0780005752
96145,CA,Placer County,1243726.0028956693
96041,CA,Trinity County,162057.74254846448
95942,CA,Butte County,372805.4658760833
95549,CA,Humboldt County,561238.3316490608
91916,CA,San Diego County,678210.4378542899
93266,CA,Kings County,264923.9671816257
93562,CA,Kern County,68031.86181469365
95311,CA,Mariposa County,328620.1176124481
95452,CA,Sonoma County,1297427.8456811702
96055,CA,Tehama County,321822.0723205224
95982,CA,Sutter County,420010.7439377349
92391,CA,San Bernardino County,365540.099075316
93285,CA,Kern County,230238.4071449608
93527,CA,Inyo County,271204.75798393105
95524,CA,Humboldt County,598893.402245016
92061,CA,San Diego County,839856.5197585026
95485,CA,Lake County,320581.2459442905
93626,CA,Madera County,616806.1827293632
96047,CA,Shasta County,343628.10195603495
93243,CA,Kern County,379140.52472773864
95374,CA,Merced County,646802.8272915165
93271,CA,Tulare County,545719.1103586989
93651,CA,Fresno County,573722.6633784923
96028,CA,Shasta County,302298.4943709823
94937,CA,Marin County,1528633.8004116633
96025,CA,Siskiyou County,239066.59384778095
96096,CA,Shasta County,390530.1888108908
94511,CA,Contra Costa County,636835.7246415254
95560,CA,Humboldt County,282612.61460824724
96146,CA,Placer County,1020480.0013477243
95916,CA,Butte County,245765.99625004412
95329,CA,Stanislaus County,399504.10849228274
95465,CA,Sonoma County,1130956.0150056982
95567,CA,Del Norte County,430833.0211596449
93601,CA,Madera County,472620.5307612624
95303,CA,Merced County,794017.1904592849
95449,CA,Mendocino County,563124.856341455
96027,CA,Siskiyou County,275390.4951345587
95441,CA,Sonoma County,1116535.4461940678
95977,CA,Nevada County,451677.37874924
95612,CA,Yolo County,806342.4853889365
93650,CA,Fresno County,300961.0536525314
93653,CA,Madera County,468761.6686578924
96109,CA,Lassen County,183311.3914820827
95975,CA,Nevada County,522295.4296490533
95690,CA,Sacramento County,543163.0207585737
95369,CA,Merced County,478529.72145053634
94924,CA,Marin County,1914666.616436354
96051,CA,Shasta County,337522.84003709065
92086,CA,San Diego County,522673.9665228434
95615,CA,Sacramento County,589789.128718426
92322,CA,San Bernardino County,322784.9452691137
95689,CA,Amador County,396284.5093032249
93426,CA,Monterey County,652909.3958825002
96048,CA,Trinity County,249694.0418736872
95830,CA,Sacramento County,1026160.3407597248
93205,CA,Kern County,190015.14372906744
95258,CA,San Joaquin County,595649.5916338266
95641,CA,Sacramento County,409246.66312927473
95525,CA,Humboldt County,451465.41591701936
92401,CA,San Bernardino County,375181.8918179072
92230,CA,Riverside County,327276.60907152784
94060,CA,San Mateo County,1195651.030382234
95635,CA,El Dorado County,484301.7054934576
96118,CA,Sierra County,307321.73011003894
92549,CA,Riverside County,471990.8923692846
95528,CA,Humboldt County,358001.6199511503
95313,CA,Stanislaus County,744507.5034361538
92305,CA,San Bernardino County,304208.87644742493
95372,CA,Tuolumne County,392669.7473928975
95439,CA,Sonoma County,1010866.9293754183
91905,CA,San Diego County,460477.5136079002
95957,CA,Sutter County,420438.3905909707
95421,CA,Sonoma County,586334.4802069025
95645,CA,Yolo County,426914.40294308495
92242,CA,San Bernardino County,192468.19102468065
95462,CA,Sonoma County,549831.9943796741
95389,CA,Mariposa County,641606.8776604576
