zcta,median_household_income,poverty_rate,unemployment_rate
55609,78208.0,0.0,0.0
55612,81042.0,0.7,67.6
55613,58958.0,10.8,70.9
55614,72981.0,3.4,47.8
55615,61042.0,1.0,63.2
55616,76127.0,6.6,58.7
55702,78125.0,8.8,47.9
55703,72102.0,4.3,55.8
55704,62500.0,9.1,50.7
55705,56208.0,6.0,45.7
55706,56750.0,12.9,47.7
55707,82167.0,6.5,59.2
55708,66389.0,1.4,52.9
55709,75652.0,7.2,53.5
55710,86477.0,6.8,51.7
55711,61250.0,3.8,40.2
55712,61563.0,3.0,49.2
55713,59036.0,1.2,63.4
55716,43036.0,21.3,48.2
55717,97222.0,3.1,51.2
55718,96546.0,2.7,61.4
55719,53647.0,9.9,50.7
55720,64167.0,11.6,60.4
55721,86429.0,3.4,52.8
55722,68636.0,18.9,65.8
55723,64526.0,9.9,43.4
55724,75313.0,4.2,48.7
55725,72917.0,6.1,37.6
55726,80313.0,3.6,56.7
55731,62008.0,3.2,50.6
55732,64750.0,10.1,54.0
55733,118260.0,3.3,66.4
55734,62703.0,7.0,57.3
55735,63827.0,8.3,47.1
55736,65179.0,2.8,49.8
55738,82969.0,4.9,61.0
55741,69545.0,5.4,52.0
55742,64250.0,0.0,45.0
55744,70644.0,6.7,53.5
55746,55823.0,7.6,53.4
55748,53810.0,16.7,45.5
55749,77500.0,0.8,38.2
55750,65833.0,3.6,48.1
55751,75200.0,3.0,48.7
55752,73214.0,5.1,51.8
55753,53643.0,20.5,55.9
55756,55625.0,7.3,49.4
55757,61538.0,5.4,52.4
55758,57386.0,7.7,54.8
55760,59474.0,10.5,43.1
55763,80750.0,6.8,57.0
55764,63594.0,9.0,65.8
55765,75272.0,7.2,52.0
55767,78988.0,5.4,28.4
55768,86075.0,8.1,59.5
55769,66092.0,5.2,51.8
55771,67667.0,6.6,51.8
55772,,9.7,21.7
55775,90179.0,4.8,53.4
55779,93792.0,5.0,57.2
55780,76042.0,0.0,54.9
55781,101406.0,2.2,36.6
55782,56420.0,13.5,53.5
55783,82421.0,3.3,58.1
55784,58594.0,20.0,62.3
55785,56477.0,5.3,35.5
55786,61597.0,0.0,49.2
55787,66111.0,3.0,49.8
55790,77232.0,6.3,44.1
55792,53750.0,10.2,50.6
55793,70000.0,9.9,49.6
55795,68750.0,5.8,53.3
55796,52344.0,2.6,49.6
55797,87039.0,3.6,59.6
55798,78438.0,7.3,46.6
55802,51544.0,0.0,44.1
55803,105888.0,2.3,59.4
55804,111228.0,3.5,66.3
55805,43100.0,13.3,72.2
55806,42833.0,18.1,64.0
55807,62067.0,12.5,61.0
55808,62031.0,8.9,67.1
55810,84719.0,1.8,63.1
55811,79804.0,4.0,59.3
55812,65505.0,11.7,63.0
55814,,,0.0
55901,94607.0,6.1,68.4
55902,120611.0,1.9,65.7
55903,,,
55904,77016.0,6.6,69.7
55905,,,
55906,93685.0,4.9,62.3
55909,96736.0,2.2,58.8
55910,76389.0,4.4,63.3
55912,70177.0,8.1,60.2
55917,75208.0,3.1,65.1
55918,78523.0,2.6,67.0
55919,77917.0,2.6,61.4
55920,131336.0,3.4,70.2
55921,80161.0,1.4,70.1
55922,63125.0,10.1,67.8
55923,96328.0,4.6,69.4
55924,78558.0,15.9,61.8
55925,92500.0,0.9,69.7
55926,100000.0,6.7,68.1
55927,99566.0,2.2,72.7
55929,118977.0,2.2,74.8
55931,77917.0,3.1,64.9
55932,100078.0,4.1,71.7
55933,56250.0,6.7,68.1
55934,84952.0,1.4,64.0
55935,85000.0,2.0,72.5
55936,85114.0,4.2,66.5
55939,70855.0,6.7,58.6
55940,83885.0,8.4,65.3
55941,72500.0,4.4,71.7
55943,72411.0,7.1,67.1
55944,95180.0,3.4,66.6
55945,80284.0,2.5,64.9
55946,85781.0,7.7,64.9
55947,88611.0,2.5,61.4
55949,84327.0,4.6,64.7
55950,61250.0,15.6,42.1
55951,61131.0,7.3,57.5
55952,91389.0,4.0,71.0
55953,72500.0,10.7,66.3
55954,66250.0,4.5,59.1
55955,132524.0,2.5,73.3
55956,98558.0,2.5,69.2
55957,76094.0,8.5,63.3
55959,67617.0,14.2,59.7
55960,130227.0,1.3,65.1
55961,98214.0,2.6,70.1
55962,76667.0,16.1,58.1
55963,112287.0,2.6,66.8
55964,84318.0,5.9,70.7
55965,65577.0,7.3,64.4
55967,109583.0,1.6,65.9
55968,58125.0,26.4,43.5
55969,94444.0,2.4,69.4
55970,85000.0,3.6,60.0
55971,88750.0,3.2,64.4
55972,98878.0,1.9,71.5
55973,110417.0,3.9,69.6
55974,59205.0,1.5,52.7
55975,77411.0,4.1,65.1
55976,87330.0,3.5,68.1
55977,61250.0,2.0,70.6
55979,85417.0,8.1,66.8
55981,71607.0,3.9,51.5
55982,102344.0,2.4,57.1
55983,82446.0,10.8,69.7
55985,83636.0,10.6,63.6
55987,61624.0,6.0,65.9
55990,72500.0,7.0,68.2
55991,82292.0,5.9,63.8
55992,92417.0,3.7,63.8
56001,69531.0,8.2,65.2
56003,82538.0,1.5,70.4
56007,68846.0,6.5,55.4
56009,80804.0,3.3,66.5
56010,80156.0,5.3,61.9
56011,102522.0,1.2,70.4
56013,71553.0,5.7,63.4
56014,62917.0,5.6,51.5
56016,89583.0,5.5,71.8
56017,88056.0,2.9,62.4
56019,65833.0,10.7,63.7
56020,83750.0,5.3,76.4
56021,96563.0,4.3,72.2
56022,65750.0,11.1,78.2
56023,77969.0,8.7,65.2
56024,95357.0,6.1,73.2
56025,91786.0,5.7,78.1
56026,100169.0,2.1,70.2
56027,49954.0,15.8,57.1
56028,93375.0,1.0,60.8
56029,67857.0,11.9,64.0
56030,60625.0,40.0,71.4
56031,54847.0,8.3,58.9
56032,50000.0,19.6,64.2
56033,83214.0,8.3,61.0
56034,98750.0,0.0,65.4
56035,61500.0,6.9,71.2
56036,73287.0,3.2,65.1
56037,78750.0,1.0,64.6
56039,84342.0,7.9,69.5
56041,80833.0,2.7,66.0
56042,89750.0,2.2,61.0
56043,97708.0,4.0,63.3
56044,101250.0,7.6,66.0
56045,71250.0,3.7,59.1
56046,61042.0,0.0,71.4
56048,85532.0,2.5,67.5
56050,90000.0,5.4,60.8
56051,54286.0,12.0,58.9
56052,91875.0,4.5,67.0
56054,93214.0,1.7,71.2
56055,90987.0,5.0,66.2
56056,105000.0,0.0,95.7
56057,91250.0,3.0,67.5
56058,86677.0,3.9,64.1
56060,80093.0,5.8,52.1
56062,76713.0,8.1,65.6
56063,102391.0,3.8,62.7
56065,92933.0,8.5,72.3
56068,74250.0,7.5,65.3
56069,87118.0,3.1,69.8
56071,115690.0,1.6,69.4
56072,80417.0,2.4,63.4
56073,70250.0,4.6,63.5
56074,92813.0,2.2,70.5
56075,73750.0,7.5,69.5
56078,80208.0,3.3,71.2
56080,105398.0,0.6,76.5
56081,67337.0,11.4,57.1
56082,71456.0,6.1,62.2
56083,69167.0,9.5,60.3
56085,73000.0,3.6,68.5
56087,64375.0,4.8,59.3
56088,71354.0,6.8,69.3
56089,56250.0,32.6,70.1
56090,73750.0,2.4,67.1
56091,56250.0,6.3,58.8
56093,73038.0,5.0,59.9
56096,87679.0,6.2,60.2
56097,62264.0,3.8,61.0
56098,69000.0,9.5,56.7
56101,77083.0,7.6,63.4
56110,77875.0,9.8,64.2
56111,98125.0,4.7,68.4
56113,74375.0,1.5,65.1
56114,71667.0,2.3,62.2
56115,64000.0,8.4,64.4
56116,95000.0,5.5,70.9
56117,63438.0,4.3,68.1
56118,91250.0,4.6,71.6
56119,83583.0,5.0,74.8
56120,77188.0,7.0,57.3
56121,49042.0,11.2,56.5
56122,97321.0,7.6,67.4
56123,56750.0,4.4,58.2
56125,51875.0,0.0,41.0
56127,42292.0,5.0,48.6
56128,71875.0,1.7,65.5
56129,62614.0,3.4,70.2
56131,73063.0,1.7,64.0
56132,73750.0,8.6,49.9
56134,59063.0,6.5,62.9
56136,68281.0,3.4,54.2
56137,71250.0,2.5,65.6
56138,78631.0,4.7,69.6
56139,78125.0,4.0,70.8
56140,66250.0,5.9,43.3
56141,54306.0,8.2,47.4
56142,57500.0,7.9,56.2
56143,70771.0,5.7,62.3
56144,58375.0,13.5,67.8
56145,58750.0,20.8,56.4
56146,50500.0,0.0,85.1
56147,66250.0,8.1,68.9
56149,65556.0,12.4,60.8
56150,76844.0,5.7,64.3
56151,74167.0,3.7,56.8
56152,75536.0,5.1,63.9
56153,78750.0,0.0,63.6
56155,59363.0,10.6,69.8
56156,71066.0,4.8,66.3
56157,91250.0,1.0,71.2
56158,53462.0,12.0,65.9
56159,71648.0,9.3,61.0
56160,66667.0,8.2,62.5
56161,86000.0,4.8,67.1
56162,88625.0,3.1,64.6
56164,74201.0,12.5,63.0
56165,106250.0,19.6,66.4
56166,75875.0,6.5,52.9
56167,73203.0,1.3,71.0
56168,71786.0,7.5,63.0
56169,82083.0,2.7,62.9
56170,58750.0,6.5,56.3
56171,72554.0,5.3,56.6
56172,71875.0,9.8,60.9
56173,59286.0,10.0,66.2
56174,74688.0,14.4,59.7
56175,73750.0,5.1,62.7
56176,59125.0,7.4,65.0
56178,87031.0,3.8,64.9
56180,67689.0,19.0,56.0
56181,55750.0,21.4,58.0
56183,45536.0,9.4,60.4
56185,62083.0,8.8,58.0
56186,65833.0,10.5,69.5
56187,64326.0,9.8,58.5
56201,68804.0,7.7,61.6
56207,87969.0,0.0,68.2
56208,59766.0,8.6,51.4
56209,86118.0,3.4,67.2
56210,83750.0,0.0,38.5
56211,83250.0,8.5,69.9
56212,81250.0,5.4,64.6
56214,90694.0,9.6,61.5
56215,56604.0,5.6,58.4
56216,77059.0,0.0,65.0
56218,79375.0,5.7,61.0
56219,68833.0,11.0,68.0
56220,61414.0,5.5,59.1
56221,74583.0,2.7,58.1
56222,71429.0,5.9,66.4
56223,71667.0,8.4,61.6
56224,71250.0,4.3,71.7
56225,95978.0,12.3,50.0
56226,111750.0,1.6,73.6
56227,97604.0,7.5,59.3
56228,69844.0,7.6,66.7
56229,104375.0,1.8,67.5
56230,64583.0,2.0,64.5
56231,110000.0,2.5,64.8
56232,75069.0,1.1,63.0
56235,72500.0,1.3,63.0
56236,79750.0,2.8,74.4
56237,89000.0,5.6,57.6
56239,99821.0,1.8,75.4
56240,76500.0,10.2,60.5
56241,66875.0,2.5,59.5
56243,71528.0,4.8,69.5
56244,85417.0,5.7,66.8
56245,84583.0,5.6,77.3
56248,83000.0,7.3,52.8
56249,72250.0,0.0,62.6
56251,76917.0,0.8,70.0
56252,82571.0,0.9,62.6
56253,75391.0,1.0,63.3
56255,66667.0,1.1,63.9
56256,65521.0,5.5,53.8
56257,75417.0,16.2,45.2
56258,72731.0,12.3,64.3
56260,75750.0,8.6,62.6
56262,70625.0,18.7,56.1
56263,73636.0,8.0,65.3
56264,81071.0,3.7,67.5
56265,74848.0,10.6,59.3
56266,74000.0,4.0,62.5
56267,74442.0,5.8,64.2
56270,61944.0,11.4,60.1
56271,64861.0,22.5,54.6
56273,90122.0,2.8,62.0
56274,118889.0,0.0,59.4
56276,76250.0,8.3,71.6
56277,70326.0,9.5,59.0
56278,63203.0,6.8,52.3
56279,84000.0,4.8,69.4
56280,78214.0,9.2,68.7
56281,106667.0,4.5,76.4
56282,69896.0,5.0,66.8
56283,66352.0,13.3,56.9
56284,72500.0,8.3,64.8
56285,83984.0,7.8,60.2
56287,73750.0,0.0,71.0
56288,111021.0,1.4,65.8
56289,78958.0,4.7,53.9
56291,63438.0,7.3,63.1
56292,68523.0,4.1,66.7
56293,67396.0,3.4,58.6
56294,82083.0,9.1,67.3
56295,44167.0,16.9,53.6
56296,53527.0,7.4,48.2
56297,82250.0,3.7,68.0
56301,73142.0,12.9,65.6
56303,65198.0,10.0,64.7
56304,58148.0,13.0,61.2
56307,84097.0,7.2,68.2
56308,78177.0,4.2,60.4
56309,84750.0,5.5,61.8
56310,105164.0,4.9,69.9
56311,74583.0,4.3,50.3
56312,70000.0,13.1,68.0
56313,48333.0,0.0,62.8
56314,95972.0,2.2,74.7
56315,89514.0,6.2,66.5
56316,71111.0,4.8,62.3
56318,84297.0,2.4,68.7
56319,89712.0,4.1,64.2
56320,87026.0,3.6,66.5
56321,,,57.1
56323,76806.0,7.1,65.1
56324,82917.0,1.6,62.2
56325,86875.0,6.8,68.8
56326,85625.0,6.4,67.4
56327,85000.0,4.3,60.4
56328,107188.0,2.0,64.8
56329,92738.0,4.6,67.6
56330,84519.0,6.1,69.3
56331,96042.0,2.0,73.1
56332,87917.0,11.6,59.9
56334,69525.0,7.0,57.2
56335,72625.0,8.0,73.6
56336,82679.0,3.4,63.1
56338,70938.0,9.6,50.1
56339,60893.0,7.0,66.8
56340,96250.0,2.3,73.8
56342,63295.0,7.9,46.8
56343,64659.0,8.2,64.7
56345,60676.0,10.2,55.4
56347,66641.0,8.7,57.4
56349,98958.0,2.3,73.3
56350,41667.0,8.0,38.5
56352,73721.0,5.2,69.4
56353,78763.0,4.8,69.7
56354,88693.0,4.9,58.2
56355,97500.0,0.5,82.7
56356,85000.0,0.0,64.2
56357,114531.0,2.0,70.8
56358,83594.0,4.8,61.8
56359,59457.0,14.2,48.1
56360,69013.0,5.1,56.7
56361,70541.0,5.5,59.1
56362,86212.0,2.3,65.3
56363,67500.0,0.0,64.1
56364,76638.0,5.5,63.9
56367,101771.0,4.2,75.4
56368,97407.0,4.4,68.7
56369,98077.0,9.4,68.9
56371,51250.0,6.7,61.9
56373,91192.0,7.3,68.5
56374,80156.0,5.7,64.8
56375,105313.0,0.0,73.9
56376,59219.0,15.7,70.2
56377,87172.0,3.0,70.6
56378,72567.0,9.6,62.9
56379,76138.0,2.2,70.6
56381,77146.0,4.2,65.0
56382,76125.0,5.7,69.3
56384,48750.0,3.1,55.3
56385,73500.0,4.8,62.8
56386,54583.0,5.9,48.0
56387,59009.0,14.0,60.8
56389,68333.0,23.8,76.7
56401,73128.0,7.0,60.1
56425,70740.0,9.6,60.7
56431,67828.0,6.8,47.9
56433,58889.0,5.5,51.2
56434,48750.0,11.3,46.5
56435,62381.0,11.0,46.8
56437,60345.0,6.3,58.2
56438,62500.0,6.8,59.2
56440,53250.0,13.8,51.3
56441,50298.0,8.6,43.6
56442,79896.0,4.1,45.4
56443,71310.0,5.5,51.7
56444,77500.0,3.7,49.3
56446,56979.0,12.0,56.3
56447,64464.0,12.3,43.8
56448,93365.0,7.2,30.4
56449,74861.0,10.4,59.8
56450,61394.0,9.1,39.8
56452,62941.0,6.0,41.1
56453,70833.0,6.0,57.2
56455,73214.0,6.1,59.9
56458,85625.0,2.3,45.3
56461,78188.0,5.5,62.4
56464,70833.0,7.2,55.6
56465,74400.0,3.8,50.6
56466,61910.0,9.4,54.5
56467,74297.0,5.7,45.9
56468,100300.0,4.8,59.0
56469,66042.0,5.3,44.2
56470,67500.0,8.3,53.7
56472,81328.0,2.3,53.7
56473,85950.0,3.5,67.0
56474,59922.0,8.1,57.5
56475,64327.0,7.1,62.6
56477,57857.0,7.1,61.6
56479,59920.0,12.6,55.6
56481,73295.0,5.6,61.0
56482,64439.0,10.6,61.9
56484,67019.0,8.2,43.6
56501,70037.0,5.6,59.3
56510,70000.0,11.5,60.2
56511,89875.0,5.3,61.6
56514,100845.0,2.2,71.0
56515,73750.0,2.0,44.8
56516,69250.0,3.2,62.7
56517,92500.0,7.5,67.2
56518,71250.0,12.2,71.7
56519,64297.0,8.6,36.6
56520,64792.0,11.1,59.1
56521,68750.0,6.1,61.2
56522,82361.0,0.0,58.7
56523,56685.0,10.8,63.4
56524,95938.0,5.3,55.6
56525,76250.0,0.0,58.1
56527,64375.0,3.6,65.8
56528,79500.0,5.8,51.2
56529,90694.0,13.1,70.8
56531,74583.0,8.5,59.2
56533,67250.0,1.6,59.3
56534,70694.0,5.7,58.9
56535,65536.0,7.3,54.2
56536,69375.0,10.7,53.7
56537,65473.0,3.5,59.0
56540,83646.0,6.0,58.8
56541,89375.0,0.0,38.7
56542,59706.0,11.7,53.7
56543,89500.0,8.9,60.9
56544,72885.0,6.6,61.6
56545,85417.0,0.5,71.1
56546,78750.0,12.3,57.0
56547,102500.0,3.8,65.5
56548,64896.0,2.9,49.8
56549,105968.0,2.4,66.9
56550,86667.0,7.8,70.7
56551,63750.0,6.9,54.7
56552,51786.0,10.3,60.8
56553,66994.0,0.0,49.8
56554,94792.0,4.6,57.0
56556,61786.0,5.9,63.7
56557,57731.0,15.6,52.6
56560,75406.0,6.9,68.1
56562,,,56.1
56563,,,48.0
56565,53846.0,18.2,89.3
56566,44583.0,35.2,41.6
56567,72500.0,5.9,65.7
56568,40000.0,25.0,61.0
56569,57434.0,17.2,53.7
56570,61042.0,12.7,46.4
56571,85865.0,4.8,49.5
56572,79475.0,5.9,53.8
56573,68770.0,9.9,61.3
56574,79792.0,7.5,69.3
56575,56534.0,12.7,36.7
56576,63750.0,0.4,36.5
56578,90000.0,6.2,59.0
56579,89583.0,3.3,67.3
56580,107813.0,2.2,74.0
56581,53750.0,15.8,53.9
56583,71250.0,0.0,72.4
56584,69625.0,2.9,58.5
56585,71250.0,5.6,50.6
56586,79583.0,5.6,58.2
56587,88000.0,5.1,56.6
56588,74306.0,1.9,54.3
56589,72969.0,10.9,52.5
56590,70500.0,14.6,65.0
56591,16793.0,48.1,39.0
56592,59167.0,0.9,67.5
56594,95833.0,1.6,58.3
56601,72262.0,8.2,62.1
56621,63721.0,8.5,52.5
56623,87750.0,5.6,66.2
56626,44853.0,38.6,81.2
56627,36500.0,0.0,41.7
56628,61250.0,9.1,35.9
56629,90938.0,0.0,65.6
56630,50333.0,13.1,52.8
56633,67981.0,14.9,51.4
56634,64886.0,8.4,54.8
56636,61289.0,15.2,48.7
56637,58750.0,0.0,55.0
56639,30625.0,7.6,42.4
56641,39688.0,19.2,36.4
56644,56364.0,10.6,57.7
56646,48750.0,0.0,53.1
56647,78625.0,10.0,63.2
56649,64736.0,6.1,55.0
56650,71667.0,6.0,42.1
56651,80750.0,6.3,67.9
56652,64583.0,5.0,40.2
56653,74583.0,3.6,57.2
56654,51250.0,0.0,41.2
56655,57404.0,7.7,33.4
56657,72629.0,4.8,40.6
56658,,,
56659,98750.0,8.8,46.8
56660,64464.0,4.1,20.8
56661,65469.0,3.9,50.2
56662,69643.0,9.3,40.5
56663,50278.0,1.3,42.3
56666,,36.5,39.2
56667,87292.0,7.4,62.4
56668,116250.0,0.0,52.4
56669,64688.0,0.0,41.7
56670,57132.0,10.9,57.0
56671,48625.0,40.8,46.1
56672,61842.0,8.3,43.6
56673,68500.0,6.4,59.5
56676,74167.0,7.6,58.2
56678,73194.0,3.4,57.9
56680,51250.0,4.9,43.5
56681,50833.0,9.3,31.9
56683,79659.0,2.3,64.9
56684,73750.0,20.7,58.6
56685,,6.1,30.7
56686,80417.0,2.0,59.3
56688,71250.0,8.3,44.9
56701,78599.0,6.2,67.7
56710,68000.0,6.8,70.0
56711,33852.0,0.0,100.0
56713,87188.0,2.4,65.4
56714,70962.0,4.9,63.1
56715,77875.0,3.1,52.2
56716,59744.0,7.3,62.7
56720,,0.0,35.7
56721,82525.0,5.2,68.9
56722,94375.0,6.9,61.1
56723,106250.0,2.7,72.3
56724,48750.0,7.7,37.9
56725,72917.0,3.5,61.4
56726,71667.0,2.0,69.0
56727,87250.0,2.2,64.6
56728,79444.0,5.1,57.8
56729,78750.0,0.0,75.3
56731,75125.0,5.4,68.4
56732,72344.0,3.3,57.7
56733,57361.0,0.0,49.1
56734,78281.0,2.2,57.5
56735,73750.0,7.4,60.6
56736,95000.0,0.9,53.1
56737,72679.0,4.0,60.1
56738,71250.0,4.6,58.2
56742,92500.0,5.8,66.7
56744,81750.0,3.5,67.1
56748,87500.0,2.5,64.1
56750,71875.0,2.5,66.7
56751,77279.0,8.3,65.3
56754,79167.0,8.7,68.7
56755,91250.0,0.0,50.0
56756,94583.0,21.1,69.9
56757,80938.0,6.3,57.4
56758,56667.0,1.9,47.0
56759,75625.0,1.7,63.4
56760,85250.0,5.7,69.9
56761,75729.0,3.7,70.8
56762,62933.0,5.1,56.5
56763,65000.0,14.9,58.9
57001,69531.0,8.6,61.4
57002,93214.0,3.3,80.2
57003,111932.0,0.5,77.1
57004,88750.0,2.6,67.2
57005,112500.0,0.0,75.0
57006,66337.0,6.1,68.3
57007,,,39.0
57010,93611.0,0.0,71.7
57012,94375.0,11.6,68.2
57013,76458.0,0.6,64.4
57014,77000.0,3.3,62.8
57015,110250.0,4.0,69.4
57016,95815.0,1.3,68.0
57017,96447.0,4.8,68.1
57018,97500.0,6.2,74.9
57020,101500.0,0.0,78.6
57021,76488.0,4.0,83.7
57022,100656.0,5.7,67.7
57024,98333.0,4.3,66.2
57025,94839.0,3.1,69.2
57026,80568.0,12.6,73.3
57027,,5.9,71.9
57028,72798.0,11.6,60.0
57029,73750.0,9.7,67.3
57030,79375.0,1.9,65.1
57031,64794.0,1.0,82.5
57032,111528.0,0.0,84.8
57033,105560.0,2.0,72.9
57034,89688.0,3.6,67.2
57035,99565.0,0.0,85.3
57036,85000.0,4.2,65.3
57037,72250.0,2.5,66.4
57038,106250.0,2.6,72.5
57039,83787.0,7.0,66.8
57040,72250.0,0.0,80.7
57041,158393.0,20.0,56.3
57042,71868.0,4.3,61.1
57043,64375.0,9.3,62.1
57045,76042.0,4.9,58.7
57046,88583.0,9.2,83.2
57047,55417.0,10.3,61.1
57048,84081.0,9.7,70.6
57049,93134.0,3.1,63.7
57050,116563.0,3.7,77.9
57051,56250.0,6.8,57.4
57052,118750.0,0.0,55.8
57053,93393.0,4.9,71.9
57054,86875.0,13.4,74.2
57055,120341.0,0.0,68.6
57057,71500.0,17.0,84.2
57058,84286.0,1.9,69.4
57059,59779.0,6.3,62.9
57061,56875.0,0.0,81.0
57062,62321.0,1.1,23.4
57063,92500.0,1.8,68.3
57064,119022.0,4.9,84.5
57065,70000.0,1.4,67.2
57066,56389.0,3.3,57.4
57067,102941.0,2.7,54.1
57068,112847.0,3.0,75.4
57069,53327.0,3.4,62.1
57070,61522.0,11.8,68.4
57071,77138.0,0.7,69.7
57072,91750.0,0.0,72.6
57073,73281.0,5.8,50.7
57075,106763.0,2.6,62.7
57076,118281.0,0.0,83.4
57077,88125.0,0.0,74.8
57078,71268.0,8.2,59.2
57103,72831.0,10.0,69.3
57104,57688.0,11.1,70.0
57105,77292.0,5.2,71.6
57106,77580.0,6.1,75.0
57107,74141.0,5.5,74.0
57108,98197.0,5.0,70.8
57110,88955.0,3.4,73.6
57117,,,0.0
57197,,,53.1
57201,72878.0,4.8,67.0
57212,93750.0,7.9,65.5
57213,81932.0,0.9,56.1
57214,65000.0,1.9,66.9
57216,88203.0,9.5,62.0
57217,64125.0,0.0,60.3
57218,66250.0,4.3,54.2
57219,51900.0,15.0,59.4
57220,86094.0,1.9,59.2
57221,73988.0,11.7,63.5
57223,92424.0,2.0,77.2
57224,59063.0,6.3,49.7
57225,66875.0,5.9,53.9
57226,83125.0,6.6,62.4
57227,96500.0,7.6,62.5
57231,78646.0,7.2,66.7
57232,93750.0,2.2,65.6
57233,82917.0,0.0,56.9
57234,82358.0,6.4,70.9
57235,83462.0,5.4,67.2
57236,84167.0,0.0,69.2
57237,87153.0,3.6,64.4
57238,66250.0,2.7,62.7
57239,106389.0,0.0,55.7
57241,85833.0,1.7,75.1
57242,113958.0,0.0,77.5
57243,48542.0,7.3,52.8
57245,86250.0,0.0,82.6
57246,72917.0,0.0,64.7
57247,50455.0,0.0,70.2
57248,96364.0,2.7,62.5
57249,63182.0,11.4,49.8
57251,72292.0,9.1,87.6
57252,70479.0,8.2,67.4
57255,63393.0,8.5,67.8
57256,66500.0,7.0,49.5
57257,55625.0,29.4,60.6
57258,58295.0,32.7,36.3
57259,80250.0,13.7,49.9
57260,82656.0,5.6,56.5
57261,77813.0,3.6,43.8
57262,51889.0,16.5,55.6
57263,58214.0,4.3,66.0
57264,79583.0,0.0,64.8
57265,69519.0,8.3,60.6
57266,72500.0,9.1,67.1
57268,76250.0,3.6,68.4
57269,98333.0,4.8,72.8
57270,77708.0,2.3,61.2
57271,85524.0,7.7,74.6
57272,83750.0,0.0,70.1
57273,48167.0,22.1,41.6
57274,68083.0,2.7,61.2
57276,67639.0,2.3,72.8
57278,70208.0,0.0,63.2
57279,71324.0,8.0,45.1
57301,65620.0,7.0,66.7
57311,103839.0,1.7,74.5
57312,91688.0,6.4,78.5
57313,89107.0,12.7,65.1
57314,85515.0,5.4,68.7
57315,73750.0,12.5,64.8
57317,50833.0,19.2,54.7
57319,69792.0,4.2,65.4
57321,93125.0,0.0,53.6
57322,71667.0,0.0,63.9
57323,51250.0,19.5,60.3
57324,67019.0,2.7,65.4
57325,80139.0,4.8,58.6
57328,86985.0,0.5,71.7
57329,62115.0,4.2,71.1
57330,71563.0,10.6,47.5
57331,101406.0,0.0,71.6
57332,69583.0,4.2,69.3
57334,62167.0,12.0,71.8
57335,92813.0,1.3,56.8
57337,75197.0,10.5,58.5
57339,46136.0,32.0,44.8
57340,58500.0,7.1,62.1
57341,,0.0,97.7
57342,75313.0,0.9,59.6
57344,,0.0,23.1
57345,75735.0,0.8,57.6
57346,,,100.0
57348,83542.0,3.8,57.6
57349,75179.0,8.4,62.9
57350,66573.0,7.2,65.2
57353,75625.0,6.5,71.9
57354,,0.0,83.3
57355,63125.0,11.3,71.3
57356,54107.0,19.7,50.0
57358,85000.0,0.0,78.6
57359,106818.0,4.7,71.3
57361,19830.0,81.2,24.8
57362,67083.0,1.4,64.0
57363,77841.0,1.9,73.5
57364,,,0.0
57365,76000.0,8.4,60.7
57366,78155.0,2.2,66.5
57367,87188.0,3.4,52.6
57368,74688.0,13.1,73.5
57369,78100.0,14.4,70.0
57370,58824.0,11.5,65.8
57371,74196.0,0.0,78.5
57373,46607.0,0.0,79.9
57374,79167.0,0.0,53.3
57375,70250.0,2.3,62.9
57376,61538.0,6.2,60.0
57379,107031.0,0.0,48.6
57380,62135.0,12.7,56.6
57381,79231.0,7.8,76.4
57382,79375.0,2.3,65.2
57383,62917.0,4.6,60.6
57384,64063.0,7.0,67.5
57385,70404.0,5.6,65.1
57386,76250.0,1.6,65.3
57401,68835.0,7.6,65.9
57420,40469.0,35.8,51.5
57421,,0.0,60.0
57422,88125.0,0.0,68.1
57424,75000.0,8.3,67.3
57426,78875.0,0.0,27.8
57427,83977.0,13.2,75.2
57428,64375.0,7.4,58.1
57429,,30.4,63.8
57430,70484.0,1.2,67.1
57432,112765.0,1.0,47.2
57433,50417.0,0.0,55.9
57434,73393.0,1.5,58.4
57435,97750.0,6.9,59.7
57436,73333.0,10.1,57.4
57437,49276.0,10.6,45.8
57438,70673.0,2.1,54.4
57439,,,
57440,54625.0,0.0,50.3
57441,108009.0,7.3,64.5
57442,65625.0,5.7,61.9
57445,84948.0,1.5,65.3
57446,44375.0,1.5,67.6
57448,66538.0,12.3,55.1
57449,150000.0,0.0,61.0
57450,86833.0,1.3,51.1
57451,86000.0,4.2,60.9
57452,53571.0,17.6,41.9
57454,81250.0,1.3,64.8
57455,86250.0,0.0,67.0
57456,75833.0,1.8,65.8
57457,140417.0,0.0,45.5
57460,139500.0,0.0,53.4
57461,105536.0,2.5,62.9
57465,120250.0,2.3,72.9
57466,51172.0,15.1,46.3
57467,59063.0,11.2,56.3
57468,76250.0,9.9,62.3
57469,66111.0,2.6,62.0
57470,108281.0,32.7,77.6
57471,67500.0,9.6,67.3
57472,61708.0,5.3,55.2
57473,23750.0,72.3,33.8
57474,100833.0,4.8,80.1
57475,88125.0,0.0,56.4
57476,76750.0,8.8,70.0
57477,59375.0,0.0,49.4
57479,102222.0,0.0,79.2
57481,68125.0,2.7,50.2
57501,81791.0,4.8,64.4
57520,50417.0,14.8,55.0
57521,57813.0,17.9,56.6
