zcta,median_household_income,poverty_rate,unemployment_rate
24729,,0.0,18.2
24731,,0.0,71.3
24733,,10.0,53.3
24736,,7.6,53.5
24737,31330.0,49.2,41.0
24738,,,
24739,61436.0,8.8,52.8
24740,44793.0,15.6,52.5
24747,48203.0,23.1,56.5
24801,29330.0,24.9,15.7
24808,,9.5,46.9
24811,,27.9,44.1
24813,,65.6,50.9
24815,,18.9,8.8
24816,,0.0,77.8
24817,25363.0,19.3,24.7
24818,47718.0,19.7,31.8
24822,,21.1,58.8
24823,130020.0,0.0,41.4
24826,,0.0,75.9
24827,55059.0,18.8,22.9
24828,17424.0,55.6,14.3
24830,42037.0,10.0,54.4
24831,57652.0,49.4,24.7
24834,59397.0,0.0,40.4
24836,36250.0,48.0,44.3
24839,39355.0,7.9,32.2
24843,,,
24844,25756.0,29.2,29.6
24845,,30.8,31.3
24846,,75.7,0.0
24847,61875.0,0.0,46.3
24848,27065.0,27.3,0.0
24849,,0.0,79.1
24850,,0.0,24.1
24851,44234.0,0.0,28.5
24853,13092.0,37.1,11.1
24854,28385.0,74.3,22.9
24855,,0.0,0.0
24857,41011.0,10.9,47.8
24860,,0.0,64.3
24861,,0.0,45.6
24862,30389.0,40.9,29.6
24866,38852.0,22.9,35.0
24867,,,0.0
24868,30259.0,46.7,13.4
24869,42188.0,25.0,37.6
24870,45011.0,30.7,19.8
24871,64167.0,35.0,40.5
24872,40293.0,19.3,35.0
24873,,0.0,26.4
24874,54596.0,10.3,25.7
24878,33113.0,0.0,11.8
24879,,0.0,58.5
24880,67921.0,,47.1
24881,,100.0,0.0
24882,86733.0,15.8,33.3
24884,,0.0,0.0
24887,,,
24888,36813.0,12.0,42.2
24892,36707.0,22.2,34.2
24894,24423.0,50.8,12.7
24895,,,100.0
24898,,0.0,30.5
24901,53403.0,15.2,48.4
24910,38502.0,19.9,31.1
24915,44000.0,28.2,42.3
24916,76404.0,0.0,66.6
24918,63594.0,19.1,57.3
24920,,28.1,54.4
24924,53056.0,21.9,25.4
24925,67550.0,23.6,69.5
24927,,16.7,31.2
24931,43333.0,9.6,57.6
24934,40301.0,8.8,41.4
24935,37135.0,49.4,38.9
24938,77946.0,5.8,40.2
24941,62600.0,0.0,42.3
24943,91250.0,0.0,71.8
24944,61989.0,18.5,60.5
24945,51848.0,14.9,18.1
24946,60625.0,5.8,27.8
24951,70559.0,0.0,49.2
24954,37899.0,19.8,38.9
24957,,9.0,69.4
24962,,,0.0
24963,55179.0,2.5,48.2
24966,52396.0,3.2,38.6
24970,44118.0,13.3,56.4
24974,21446.0,42.5,15.3
24976,46383.0,22.7,49.4
24977,73750.0,0.0,66.5
24981,,0.0,57.7
24983,51667.0,5.5,42.3
24984,38889.0,44.4,21.9
24985,75104.0,0.0,46.6
24986,50610.0,8.5,46.8
24991,55088.0,41.8,16.9
24993,,100.0,0.0
25002,,,
25003,64631.0,13.2,48.6
25005,43750.0,19.3,35.2
25007,38177.0,34.5,16.8
25008,,0.0,34.0
25009,66042.0,4.9,44.7
25011,94375.0,9.9,61.9
25015,56681.0,6.1,47.7
25019,32102.0,45.0,28.5
25021,,18.6,17.7
25022,,0.0,0.0
25024,,34.4,33.0
25025,,0.0,40.5
25028,52944.0,6.4,29.1
25030,72614.0,0.0,29.8
25031,40048.0,0.0,42.5
25033,81761.0,5.3,60.8
25035,33995.0,54.8,52.1
25036,59167.0,0.0,71.7
25039,45417.0,21.6,43.6
25040,,20.5,69.4
25043,,44.1,38.2
25044,57750.0,0.0,41.3
25045,52025.0,12.5,34.8
25047,39250.0,58.8,8.1
25048,41179.0,56.1,23.5
25049,62450.0,0.0,51.3
25051,48672.0,28.6,45.3
25053,58667.0,13.8,35.9
25054,95952.0,0.0,78.7
25057,,0.0,15.9
25059,105920.0,0.0,48.0
25060,,100.0,41.7
25061,55962.0,0.0,52.1
25062,,7.0,37.3
25063,61731.0,17.6,43.1
25064,57263.0,11.3,57.5
25067,72875.0,6.9,57.2
25070,78578.0,4.5,52.0
25071,59710.0,12.1,44.4
25075,68083.0,0.0,39.4
25076,,0.0,53.1
25081,108125.0,0.0,64.1
25082,53582.0,0.0,45.6
25083,32792.0,7.8,16.9
25085,30945.0,13.2,35.6
25086,54032.0,22.2,39.4
25088,41042.0,17.6,73.5
25090,37569.0,61.5,33.0
25093,,0.0,0.0
25102,105150.0,3.2,59.0
25103,23264.0,0.0,39.6
25106,,19.0,35.5
25107,,0.0,50.4
25108,85388.0,6.9,42.9
25109,28876.0,19.6,34.7
25110,56037.0,0.0,31.1
25111,56591.0,16.4,42.5
25112,,,28.2
25113,,19.2,22.7
25114,,40.4,22.3
25115,,0.0,0.0
25118,,50.4,69.2
25119,,71.1,14.2
25121,58422.0,0.0,30.4
25123,55000.0,10.6,53.3
25124,50597.0,6.8,42.9
25125,59875.0,19.0,37.0
25126,,0.0,0.0
25130,53294.0,14.2,55.1
25132,47250.0,15.1,57.7
25133,35114.0,5.2,39.2
25134,150366.0,8.9,64.4
25136,28173.0,23.2,34.1
25139,,0.0,56.4
25140,,37.7,25.4
25141,57321.0,14.4,26.9
25142,86146.0,0.0,35.8
25143,53205.0,14.3,59.9
25148,69115.0,25.4,19.6
25149,,53.3,26.3
25152,,67.7,28.1
25154,67243.0,13.5,28.6
25156,,0.0,50.4
25159,56517.0,12.0,57.6
25160,44066.0,12.8,24.0
25161,51397.0,17.4,52.1
25162,63558.0,15.3,41.4
25164,58375.0,11.3,45.3
25165,48102.0,0.0,36.4
25168,101660.0,1.7,68.9
25169,40417.0,11.6,47.4
25173,,0.0,43.3
25174,,0.0,22.3
25177,55046.0,17.7,48.7
25180,,0.0,44.6
25181,46705.0,15.5,43.7
25183,,0.0,40.0
25185,,,0.0
25186,47563.0,12.8,46.6
25187,41944.0,4.9,39.6
25193,74286.0,7.0,33.7
25201,,0.0,100.0
25202,96328.0,9.3,52.6
25203,,28.6,83.8
25204,13684.0,65.2,13.2
25205,78516.0,0.0,56.8
25206,54250.0,0.0,38.0
25208,41406.0,29.7,35.3
25209,48674.0,3.9,31.3
25211,19659.0,34.6,12.0
25213,100711.0,5.8,60.7
25214,70956.0,0.0,72.8
25231,,,100.0
25234,42813.0,31.3,41.2
25235,52070.0,23.7,48.1
25239,80446.0,13.3,48.3
25241,57336.0,14.5,55.9
25243,48977.0,21.3,45.7
25244,65667.0,13.9,39.4
25245,82232.0,6.4,52.5
25247,52969.0,2.7,43.9
25248,67652.0,13.0,53.8
25251,54741.0,0.0,49.0
25252,44763.0,6.1,30.8
25253,62756.0,19.5,50.9
25259,35417.0,18.9,25.6
25260,49167.0,9.7,31.6
25261,,2.6,45.2
25262,73914.0,17.7,49.7
25264,66150.0,10.6,22.1
25265,51827.0,17.5,50.9
25266,71250.0,2.6,57.2
25267,,11.9,29.9
25268,50993.0,8.5,44.7
25270,44129.0,13.5,41.1
25271,52150.0,11.6,48.9
25275,64632.0,11.4,47.0
25276,44805.0,17.9,35.1
25285,53125.0,14.0,50.5
25286,45250.0,6.2,43.5
25287,99458.0,0.0,40.1
25301,25417.0,12.4,34.1
25302,55210.0,8.3,54.1
25303,75872.0,12.4,64.2
25304,80931.0,8.1,51.0
25305,,,
25306,71654.0,6.6,61.6
25309,57937.0,12.5,49.6
25311,62800.0,16.9,52.1
25312,57246.0,18.1,56.0
25313,64385.0,6.4,59.9
25314,94556.0,4.9,57.5
25315,55083.0,13.7,41.8
25320,58629.0,12.7,44.8
25387,43063.0,30.6,53.6
25401,51909.0,13.0,60.4
25403,87512.0,7.3,64.0
25404,70633.0,10.5,60.9
25405,92536.0,8.3,58.2
25411,71349.0,7.6,54.4
25413,100556.0,6.0,69.9
25414,105500.0,5.5,60.9
25419,89284.0,4.6,60.5
25420,98785.0,5.6,59.6
25421,,,
25422,52047.0,20.8,39.1
25425,94048.0,8.5,59.1
25427,87184.0,5.3,60.7
25428,82885.0,5.5,70.1
25430,86806.0,8.2,64.6
25431,68917.0,8.7,54.7
25432,46397.0,0.0,34.5
25434,64487.0,6.7,41.1
25437,,0.0,40.6
25438,81875.0,8.1,67.7
25442,111419.0,5.0,68.4
25443,111593.0,2.5,60.4
25444,132614.0,3.9,61.4
25446,119853.0,0.0,66.0
25501,42188.0,21.6,14.5
25502,78079.0,0.0,50.5
25503,,69.2,35.1
25504,62530.0,10.4,55.7
25505,,0.0,28.9
25506,44013.0,16.8,30.1
25507,49245.0,12.1,31.8
25508,48144.0,17.7,48.8
25510,72894.0,9.3,52.5
25511,43846.0,18.6,19.4
25512,36964.0,15.2,36.0
25514,53929.0,16.7,38.8
25515,46904.0,23.3,42.2
25517,44696.0,12.1,43.2
25520,51875.0,0.0,55.8
25521,61375.0,20.0,32.5
25523,66563.0,16.1,44.6
25524,40194.0,17.0,32.2
25526,85176.0,5.5,57.7
25529,55769.0,7.4,47.1
25530,70508.0,3.6,55.0
25534,,0.0,23.1
25535,72446.0,16.2,60.3
25537,68385.0,24.5,58.5
25540,,25.0,48.9
25541,62782.0,9.8,53.8
25544,,,100.0
25545,92813.0,2.0,58.6
25547,,0.0,30.2
25550,49497.0,11.8,43.6
25555,66853.0,18.4,45.2
25557,30804.0,13.6,33.0
25559,34727.0,27.1,20.9
25560,103160.0,5.1,57.7
25564,,17.1,54.7
25565,34966.0,16.0,21.8
25567,51797.0,14.7,52.6
25570,48947.0,14.5,40.5
25571,49201.0,19.8,61.5
25573,,30.3,49.5
25601,47333.0,13.3,43.7
25606,63056.0,21.2,43.7
25607,26857.0,24.9,16.1
25608,82961.0,9.2,40.2
25611,,0.0,35.3
25612,,0.0,27.8
25617,,42.6,36.7
25621,51563.0,16.5,33.1
25624,14339.0,36.1,4.7
25625,90417.0,5.2,34.7
25628,,12.8,38.5
25630,,32.6,29.9
25632,,22.1,49.3
25634,102303.0,11.2,64.0
25635,52583.0,9.7,46.6
25637,51926.0,22.6,40.2
25638,90333.0,12.5,62.4
25639,24902.0,16.4,13.4
25644,88493.0,9.7,44.4
25646,37500.0,36.6,16.1
25647,,0.0,43.6
25649,53262.0,19.9,56.0
25650,,0.0,29.1
25651,,38.8,35.7
25652,48026.0,18.5,35.8
25653,,0.0,16.2
25654,,9.9,69.1
25661,25014.0,26.7,31.0
25666,14519.0,78.0,26.9
25667,,45.7,15.6
25669,43333.0,18.1,41.4
25670,32961.0,28.2,26.5
25671,42679.0,27.3,30.1
25672,,16.2,0.0
25674,38495.0,28.3,41.6
25676,47639.0,31.3,33.7
25678,36486.0,15.6,19.0
25685,63947.0,9.0,46.5
25688,,33.7,49.5
25690,63533.0,11.5,48.6
25692,23234.0,53.4,30.0
25696,48077.0,23.1,40.5
25699,,0.0,0.0
25701,56292.0,9.0,50.7
25702,40708.0,21.0,48.2
25703,24139.0,34.8,62.5
25704,53189.0,13.7,53.2
25705,61329.0,14.8,60.0
25755,,,33.9
25801,56836.0,18.3,49.2
25810,,100.0,24.2
25811,,0.0,67.6
25812,43646.0,20.9,51.2
25813,54364.0,3.7,32.8
25817,,0.0,0.0
25818,85938.0,0.0,44.9
25820,135568.0,13.8,76.0
25823,,0.0,41.1
25825,57795.0,10.8,45.7
25826,,38.8,17.8
25827,41198.0,32.5,39.3
25831,46800.0,25.0,30.9
25832,74184.0,9.2,53.9
25836,,16.8,50.5
25837,79286.0,0.0,66.6
25839,,0.0,33.1
25840,67628.0,8.6,51.8
25841,,0.0,12.4
25843,86767.0,12.2,61.7
25844,30526.0,38.2,37.5
25845,,0.0,25.0
25846,,,0.0
25848,,0.0,0.0
25849,,,100.0
25851,,,
25853,,0.0,52.8
25854,52143.0,4.9,51.9
25855,30335.0,0.0,27.4
25857,,,
25862,107763.0,0.0,5.1
25864,76250.0,0.0,66.0
25865,38173.0,26.0,28.8
25866,69050.0,0.0,41.8
25868,,0.0,68.6
25870,,0.0,0.0
25871,31250.0,11.5,34.9
25873,26788.0,35.1,46.8
25875,83849.0,0.0,57.6
25876,73894.0,0.0,27.8
25878,25878.0,31.3,30.9
25879,60800.0,10.3,47.9
25880,36264.0,26.6,43.9
25882,57500.0,25.9,54.4
25901,51735.0,14.1,52.1
25902,,0.0,0.0
25904,39455.0,5.8,39.7
25907,70714.0,100.0,22.8
25908,,100.0,0.0
25909,86484.0,6.6,78.8
25911,41706.0,0.0,91.3
25913,,85.7,0.0
25915,39292.0,12.6,24.2
25916,,56.7,21.2
25917,60407.0,1.4,40.5
25918,79323.0,8.3,58.8
25920,,55.1,19.9
25921,35451.0,33.4,35.3
25922,,0.0,0.0
25928,,9.6,54.4
25932,,0.0,46.7
25936,,,100.0
25938,59833.0,11.4,46.8
25942,,,0.0
25943,,,
25951,35918.0,19.9,36.7
25958,26667.0,30.0,25.5
25962,44004.0,16.3,47.4
25966,60550.0,0.0,27.4
25969,60250.0,16.4,39.3
25971,74439.0,18.3,45.8
25972,,29.7,58.4
25976,41169.0,13.5,30.9
25977,,0.0,34.0
25978,73913.0,7.5,38.0
25979,50132.0,0.0,10.4
25981,37639.0,31.7,46.8
25984,27183.0,41.5,38.2
25985,55491.0,15.1,38.7
25986,100128.0,20.3,37.0
25989,,0.0,47.3
26003,57703.0,11.4,53.9
26030,33125.0,11.6,56.0
26031,46797.0,22.0,63.2
26032,58750.0,5.0,41.6
26033,55972.0,13.5,45.5
26034,56556.0,10.9,50.9
26035,60000.0,9.4,46.9
26036,,0.0,67.9
26037,59508.0,3.1,61.0
26038,76875.0,4.3,52.4
26039,57800.0,27.0,27.6
26040,39444.0,23.9,55.8
26041,54419.0,16.7,49.9
26047,58641.0,14.2,53.1
26050,50139.0,22.4,40.6
26055,49821.0,4.7,51.4
26056,54286.0,0.0,55.3
26058,,100.0,100.0
26059,67094.0,11.4,58.6
26060,69716.0,7.7,61.2
26062,60702.0,8.2,54.9
26070,52359.0,11.3,44.1
26074,50000.0,0.0,51.1
26075,53750.0,20.2,37.7
26101,48710.0,18.5,50.4
26104,54331.0,9.0,52.7
26105,61674.0,4.3,59.6
26133,74917.0,0.0,63.5
26134,48406.0,14.9,44.3
26136,42788.0,9.4,18.9
26137,26098.0,26.2,30.1
26138,115729.0,0.0,29.3
26141,43500.0,0.0,33.6
26142,62941.0,11.2,44.3
26143,55402.0,10.7,50.8
26146,37147.0,25.5,42.9
26147,43082.0,25.0,41.6
26148,44177.0,0.0,49.4
26149,71786.0,10.3,34.7
26150,61786.0,7.3,56.2
26151,40781.0,21.9,13.5
26152,,,
26155,64485.0,6.9,50.4
26159,66190.0,8.3,50.6
26160,48992.0,27.1,31.9
26161,,0.0,33.6
26162,,,
26164,45104.0,14.7,40.8
26167,57470.0,7.2,38.8
26169,57813.0,0.0,39.7
26170,68125.0,5.5,53.0
26175,56875.0,17.3,43.7
26178,35139.0,0.0,35.7
26180,70625.0,4.7,48.8
26181,73977.0,6.4,52.0
26184,62550.0,8.8,48.4
26187,83226.0,3.7,56.3
26201,53832.0,14.8,45.8
26202,75801.0,0.0,38.0
26203,26343.0,48.9,4.5
26205,37378.0,3.6,31.8
26206,44042.0,15.7,39.4
26208,49922.0,9.6,44.7
26209,36250.0,0.0,38.1
26210,,0.0,45.3
26215,83750.0,0.0,91.2
26217,,40.4,50.6
26218,58646.0,14.2,46.5
26222,48438.0,2.5,23.4
26224,23000.0,69.9,4.1
26228,,0.0,0.0
26230,,0.0,40.5
26234,61250.0,11.0,37.2
26236,,0.0,0.0
26237,81313.0,0.0,59.2
26238,47951.0,21.2,39.0
26241,50538.0,9.7,53.8
26250,47682.0,16.3,42.4
26253,65843.0,20.8,44.7
26254,74444.0,0.0,23.4
26257,79375.0,3.8,72.5
26259,65658.0,0.0,27.4
26260,95690.0,10.4,50.7
26261,33750.0,13.4,38.7
26263,,37.5,26.0
26264,57868.0,3.6,39.8
26266,,0.0,43.1
26267,96406.0,16.9,47.5
26268,,0.0,0.0
26269,66042.0,0.9,56.3
26270,60304.0,18.7,49.7
26271,41111.0,1.4,36.5
26273,39688.0,35.4,13.3
26275,,26.0,37.1
26276,63257.0,0.0,44.6
26278,54604.0,7.2,59.0
26280,46335.0,3.3,40.6
26282,,100.0,15.3
26283,75556.0,0.2,48.4
26285,,0.0,32.6
26287,51855.0,10.3,51.1
26288,34801.0,24.5,38.6
26289,,100.0,100.0
26291,,0.0,0.0
26292,53250.0,21.7,33.9
26293,,0.0,54.6
26294,48542.0,20.5,51.4
26296,,,
26298,,,0.0
26301,49816.0,12.7,50.6
26320,70476.0,3.6,52.7
26321,103967.0,9.0,55.2
26323,,32.1,39.2
26325,,21.1,9.9
26327,,0.0,0.0
26330,88962.0,3.5,58.8
26335,51513.0,20.5,44.6
26337,49306.0,14.9,54.9
26338,87301.0,0.0,54.3
26339,80208.0,0.0,40.5
26342,31192.0,38.3,53.7
26343,45560.0,3.4,49.7
26346,73641.0,4.4,47.9
26347,61250.0,18.6,46.1
26348,,0.0,25.4
26349,53942.0,27.1,26.1
26351,55742.0,15.8,29.2
26354,52742.0,12.9,45.9
26361,82697.0,0.0,61.2
26362,53125.0,23.1,48.1
26366,,0.0,100.0
26369,,19.6,25.3
26372,194286.0,0.9,65.4
26374,57321.0,3.5,52.3
26376,34811.0,7.6,31.0
26377,51198.0,18.3,20.8
26378,71546.0,3.1,51.6
26384,,72.7,50.0
26385,82625.0,2.7,57.2
26386,75720.0,7.7,63.4
26404,16472.0,0.0,8.0
26405,68798.0,0.0,53.6
26408,72819.0,11.1,58.2
26410,50607.0,8.3,45.3
26411,50000.0,7.8,51.0
26412,,15.3,49.9
26415,56848.0,17.7,36.1
26416,54741.0,12.2,44.4
26419,47443.0,32.3,36.1
26421,41250.0,18.2,51.3
26422,,0.0,29.4
26424,,0.0,92.6
26425,47667.0,23.6,39.0
26426,56163.0,15.0,46.8
26430,47903.0,23.2,28.9
26431,61023.0,5.8,60.9
26435,,0.0,85.3
26436,,0.0,44.5
26437,,30.4,45.4
26438,78669.0,0.0,100.0
26440,92824.0,0.0,56.9
26443,61953.0,0.0,83.0
26444,44004.0,14.4,46.2
26447,64688.0,8.5,36.3
26448,32955.0,22.5,41.8
26451,73846.0,14.2,70.7
26452,51695.0,19.7,47.5
26456,58000.0,17.5,43.4
26463,75000.0,0.0,57.7
26501,63529.0,7.9,62.5
26505,45536.0,14.7,58.2
26506,,,26.5
26508,90041.0,7.0,64.5
26519,54328.0,13.3,68.8
26520,,0.0,66.7
26521,80625.0,0.0,42.7
26524,110855.0,0.0,35.2
26525,82114.0,6.1,28.4
26534,31413.0,20.8,48.7
26537,59844.0,11.1,52.4
26541,73444.0,13.2,67.3
26542,54375.0,7.7,46.3
26543,,,
26544,,,
26546,49656.0,22.4,45.3
26547,76084.0,6.7,56.9
26554,69712.0,9.9,58.4
26559,73229.0,3.2,53.1
26560,6875.0,83.7,0.0
26562,55603.0,38.2,29.5
26563,,59.6,44.7
26568,61914.0,2.9,51.1
26570,71048.0,4.4,50.6
26571,84167.0,3.1,53.9
26572,86136.0,3.3,97.0
26574,64688.0,21.4,48.9
26575,39676.0,6.9,40.2
26576,98953.0,9.4,43.0
26581,,32.4,28.5
26582,52083.0,10.2,43.4
26585,62333.0,7.2,54.1
26586,,0.0,65.5
26587,,3.4,37.1
26588,60990.0,11.2,53.5
26590,101513.0,0.0,49.1
26591,61071.0,9.8,55.5
26601,50469.0,12.3,34.8
26610,37165.0,0.0,39.6
26611,,0.0,35.4
26615,16181.0,50.0,33.3
26617,56250.0,0.0,19.7
26619,36366.0,15.0,47.6
26621,43092.0,15.6,38.5
26623,60761.0,12.5,53.0
26624,47083.0,13.0,39.8
26627,63750.0,20.6,28.5
26629,,42.5,26.7
26631,,81.6,0.0
26636,40938.0,0.0,15.9
26638,106875.0,0.0,21.2
26651,62955.0,8.1,46.9
26656,78068.0,0.0,64.7
26660,,0.0,80.9
26662,,0.0,69.2
26667,,0.0,43.4
26671,51050.0,26.3,44.6
26676,21100.0,0.0,0.0
26678,64375.0,0.0,49.6
26679,53459.0,1.1,45.9
26680,,0.0,8.5
26681,50786.0,12.7,50.1
26684,,25.4,41.2
26690,,44.3,55.0
26691,85420.0,0.0,55.8
26704,74314.0,8.9,45.9
26705,40500.0,13.2,41.1
26707,33462.0,19.0,47.2
26710,78516.0,3.6,52.2
26711,71212.0,12.1,50.9
26714,72159.0,21.7,32.0
26716,80375.0,0.0,75.1
26717,74712.0,15.0,37.7
26719,54167.0,4.1,47.4
26720,51771.0,0.0,72.2
26722,75625.0,0.0,64.3
26726,70944.0,12.6,49.6
26731,,0.0,18.8
26739,42000.0,17.7,38.1
26743,61331.0,13.5,50.1
26750,42500.0,16.4,40.9
26753,73694.0,11.7,54.5
26755,,9.8,60.9
26757,57212.0,11.4,46.6
26761,25139.0,0.0,19.1
26763,68384.0,0.9,54.5
26764,61010.0,12.2,53.0
26767,92073.0,5.0,68.0
26801,56429.0,4.4,44.7
26802,43750.0,17.7,24.5
26804,31000.0,33.6,40.6
26807,66750.0,6.5,53.0
26808,70313.0,10.3,53.7
26810,,0.0,38.3
26812,64375.0,24.3,53.9
26814,77050.0,6.1,39.9
26815,60104.0,12.6,46.6
26817,68750.0,22.1,42.7
26818,42173.0,44.9,58.0
26823,,42.9,73.2
26833,72012.0,3.0,58.5
26836,47770.0,14.1,50.9
26838,,,
26845,64583.0,15.0,72.8
26847,52139.0,7.0,52.1
26851,49776.0,15.0,46.3
26852,63221.0,0.0,60.8
26855,67500.0,7.4,65.8
26865,50833.0,0.0,72.6
26866,92378.0,2.4,64.6
26884,71615.0,3.6,58.3
26886,56563.0,0.0,70.9
27006,96580.0,2.3,54.3
27007,77163.0,0.0,62.0
27009,76469.0,3.0,52.5
27011,65698.0,8.8,53.8
27012,96250.0,4.8,62.1
27013,66301.0,12.1,53.9
27014,44625.0,6.9,61.3
27016,57273.0,8.6,50.8
27017,59329.0,15.2,54.9
27018,73438.0,13.8,57.0
27019,59176.0,9.9,43.6
27020,50489.0,9.0,56.1
27021,63552.0,9.0,53.9
27022,43281.0,11.7,58.5
27023,107924.0,3.2,64.7
27024,62813.0,9.7,51.1
27025,56682.0,6.5,54.5
27027,45469.0,9.3,51.5
27028,69137.0,10.3,57.4
27030,46377.0,15.9,54.7
27040,92601.0,5.1,59.2
27041,78700.0,6.8,57.5
27042,46510.0,0.0,74.5
27043,74783.0,4.6,51.1
27045,71086.0,3.5,63.5
27046,64464.0,4.3,58.1
27047,71146.0,10.8,63.4
27048,60015.0,11.0,52.6
27050,88750.0,3.4,57.6
27051,74804.0,8.2,55.2
27052,59024.0,6.1,52.5
27053,67974.0,4.7,48.3
27054,92560.0,0.0,57.7
27055,65970.0,7.7,55.3
27101,44198.0,18.7,55.6
27103,67012.0,6.8,64.9
27104,81529.0,4.2,58.4
27105,44080.0,24.6,53.2
27106,68568.0,8.6,56.8
27107,60729.0,15.7,59.0
27109,,,12.0
27110,,,8.1
27127,61926.0,9.6,65.4
27201,55250.0,19.6,45.9
27202,,0.0,54.4
27203,46336.0,17.4,59.1
27205,65167.0,9.8,57.7
27207,70211.0,12.7,61.4
27208,58947.0,6.6,51.7
27209,45861.0,24.5,55.5
27212,57108.0,4.5,25.5
27213,,0.0,28.3
27214,82655.0,1.8,66.5
27215,68825.0,6.7,61.6
27217,51950.0,18.2,57.6
27229,51436.0,14.6,56.9
27231,64471.0,7.8,54.2
27233,83819.0,9.9,63.5
27235,101173.0,2.2,57.2
27239,63630.0,8.3,51.8
27242,,15.0,44.5
27243,84348.0,1.6,63.9
27244,75323.0,4.9,48.0
27247,,0.0,14.3
27248,72219.0,12.4,61.9
27249,80880.0,7.9,55.9
27252,50435.0,4.9,62.0
27253,62774.0,9.4,61.2
27256,,,100.0
27258,78079.0,5.0,72.3
27259,,0.0,100.0
27260,42308.0,22.6,52.2
27262,65006.0,12.9,55.3
27263,55801.0,6.5,59.6
27265,73981.0,5.2,64.4
27268,,,25.2
27278,105887.0,3.8,62.2
27281,74547.0,9.7,52.6
27282,91512.0,3.6,67.2
27283,90402.0,0.0,56.9
27284,82461.0,5.6,61.3
27288,52594.0,14.7,53.7
27291,89610.0,0.0,58.7
27292,57264.0,15.5,53.8
27295,63961.0,7.6,58.9
27298,69421.0,8.7,59.9
27299,65621.0,7.1,63.2
27301,83824.0,12.3,56.3
27302,79819.0,5.0,64.0
27305,59541.0,5.9,40.7
27306,57934.0,5.5,49.9
27310,165898.0,2.8,63.6
27311,39044.0,32.2,53.2
27312,103104.0,8.6,59.7
27313,80875.0,6.2,56.1
27314,,0.0,37.4
27315,65272.0,8.4,54.4
27316,56727.0,15.3,62.6
27317,65988.0,10.6,53.9
27320,56647.0,12.9,51.3
27325,54898.0,6.1,59.9
27326,79375.0,3.3,58.1
27330,61300.0,14.0,59.6
27332,78447.0,9.0,55.5
27340,,,100.0
27341,58159.0,9.4,60.6
27342,116731.0,0.0,60.6
27343,79931.0,9.7,52.0
27344,57320.0,22.0,55.4
27349,68807.0,9.6,60.9
27350,69306.0,19.4,51.0
27351,,0.0,57.2
27355,65911.0,16.1,49.8
27356,55347.0,13.5,50.6
27357,75287.0,12.3,54.4
27358,138717.0,3.8,65.6
27360,61983.0,12.1,58.8
27370,69039.0,7.3,59.7
27371,63516.0,10.5,53.0
27374,,,84.8
27376,74598.0,6.8,44.5
27377,90181.0,11.5,64.2
27379,38472.0,23.0,39.8
27401,47972.0,19.3,50.5
27403,57917.0,11.5,58.6
27405,47431.0,18.1,60.9
27406,59563.0,15.7,61.6
27407,59427.0,12.7,66.8
27408,83862.0,3.3,59.2
27409,60281.0,13.5,68.9
27410,85291.0,5.4,61.2
27411,,,22.2
27412,,,31.4
27455,94349.0,5.0,66.3
27501,73336.0,8.4,61.2
27502,143922.0,1.8,69.9
27503,114425.0,0.0,33.1
27504,66724.0,8.8,60.3
27505,79462.0,12.9,63.6
27506,,0.0,30.9
27507,120849.0,0.0,65.5
27508,50368.0,4.6,37.1
27509,73136.0,8.8,26.2
27510,61837.0,6.9,72.0
27511,107860.0,6.4,62.8
27513,121989.0,2.9,70.4
27514,92875.0,2.5,52.2
27516,106353.0,6.0,58.7
27517,128683.0,2.8,58.2
27518,123488.0,3.0,60.2
27519,165586.0,3.2,67.8
27520,86322.0,5.0,67.4
27521,61590.0,9.8,52.6
27522,77094.0,14.4,58.3
27523,135625.0,7.8,64.8
27524,75827.0,6.9,61.3
27525,73036.0,8.3,61.7
27526,110017.0,3.1,63.9
27527,115035.0,6.7,67.4
27529,85716.0,4.9,63.3
27530,54504.0,13.4,54.4
27531,,,2.2
27533,,,0.0
27534,62574.0,8.5,50.1
27536,39985.0,20.3,53.4
27537,57834.0,10.8,55.4
27539,145947.0,0.5,67.6
27540,128989.0,3.2,68.1
27541,75305.0,6.2,61.0
27542,66038.0,11.3,58.7
27544,66304.0,11.0,47.9
27545,91527.0,9.0,71.0
27546,66746.0,14.5,50.4
27549,67879.0,11.6,58.0
27551,59375.0,10.0,37.2
27553,43952.0,13.1,36.6
27555,44531.0,19.5,58.0
27556,,44.8,75.0
27557,71541.0,6.2,64.0
27559,74490.0,0.0,60.1
27560,118417.0,5.0,75.6
27562,172955.0,2.3,61.0
27563,36287.0,21.2,43.1
27565,56432.0,16.3,50.1
27568,66071.0,7.1,49.2
27569,78850.0,7.8,62.5
27570,,,
27571,131139.0,1.2,65.3
27572,90724.0,12.9,58.1
27573,45736.0,20.3,49.9
27574,66206.0,6.8,59.0
27576,66831.0,11.2,61.1
27577,62758.0,11.4,54.2
27581,59492.0,2.9,58.2
27582,54375.0,0.0,52.8
27583,71484.0,13.8,61.8
27584,,80.0,18.0
27587,133743.0,3.1,67.3
27589,46730.0,12.9,54.7
27591,85224.0,2.9,66.1
27592,104252.0,5.2,64.9
27593,,,
27594,,0.0,50.8
27596,95940.0,3.1,63.8
27597,84625.0,10.2,63.6
27599,,,
27601,71350.0,14.7,61.4
