zip_code,zcta
52353,52353.0
52356,52356.0
52359,52359.0
52540,52540.0
52621,52621.0
50008,50008.0
50052,50052.0
50060,50060.0
50123,50123.0
50147,50147.0
50165,50165.0
52583,52583.0
52590,52590.0
50501,50501.0
50516,50516.0
50518,50518.0
50521,50521.0
50523,50523.0
50524,50524.0
50530,50530.0
50532,50532.0
50543,50543.0
50544,50544.0
50557,50557.0
50566,50566.0
50569,50569.0
50594,50594.0
50424,50424.0
50436,50436.0
50450,50450.0
50453,50453.0
50465,50465.0
50473,50473.0
50478,50478.0
52101,52101.0
52132,52132.0
52133,52133.0
52144,52144.0
52149,52101.0
52161,52161.0
52165,52165.0
52168,52168.0
51004,51004.0
51007,51007.0
51015,51026.0
51016,51016.0
51018,51018.0
51019,51019.0
51026,51026.0
51030,51030.0
51039,51039.0
51044,51044.0
51048,51048.0
51052,51052.0
51054,51054.0
51055,51055.0
51056,51056.0
51101,51101.0
51102,51052.0
51103,51103.0
51104,51104.0
51105,51105.0
51106,51106.0
51108,51108.0
51109,51109.0
51111,51111.0
50434,50434.0
50440,50440.0
50444,50444.0
50446,50446.0
50448,50448.0
50456,50456.0
50459,50459.0
50071,50071.0
50101,50101.0
50421,50421.0
50470,50470.0
50525,50525.0
50526,50525.0
50533,50533.0
50542,50542.0
50599,50599.0
83616,83616.0
83634,83634.0
83642,83642.0
83669,83669.0
83680,83642.0
83701,83709.0
83702,83702.0
83703,83703.0
83704,83704.0
83705,83705.0
83706,83706.0
83707,83702.0
83708,83634.0
83709,83709.0
83711,83634.0
83712,83712.0
83713,83713.0
83714,83714.0
83715,83634.0
83716,83716.0
83717,83634.0
83719,83634.0
83720,83634.0
83722,83634.0
83724,83702.0
83725,83634.0
83726,83634.0
83728,83702.0
83729,83634.0
83731,83634.0
83732,83634.0
83735,83702.0
83756,83634.0
83799,83702.0
83612,83612.0
83632,83632.0
83643,83643.0
83654,83654.0
83201,83201.0
83202,83202.0
83204,83204.0
83205,83204.0
83206,83201.0
83209,83209.0
83214,83214.0
83234,83234.0
83245,83245.0
83246,83246.0
83250,83250.0
83281,83281.0
83220,83220.0
83223,83223.0
83233,83233.0
83238,83238.0
83239,83239.0
83254,83254.0
83261,83261.0
83272,83272.0
83287,83287.0
83824,83824.0
83830,83830.0
83851,83851.0
83861,83861.0
83866,83866.0
83870,83870.0
83203,83203.0
83210,83210.0
83215,83215.0
83218,83218.0
83221,83221.0
83236,83236.0
83256,83221.0
83262,83262.0
83274,83274.0
83277,83277.0
83313,83313.0
83320,83320.0
83333,83333.0
83340,83340.0
83348,83348.0
83353,83353.0
83354,83354.0
83602,83602.0
83622,83622.0
83629,83629.0
83631,83631.0
83637,83637.0
83646,83646.0
83666,83666.0
83804,83804.0
83809,83809.0
83811,83811.0
83813,83813.0
83821,83821.0
83822,83822.0
83825,83825.0
83836,83836.0
83840,83840.0
83841,83841.0
83848,83848.0
83852,83852.0
83856,83856.0
83860,83860.0
83864,83864.0
83865,83864.0
83401,83401.0
83402,83402.0
83403,83404.0
83404,83404.0
83405,83404.0
83406,83406.0
83415,83404.0
83427,83427.0
83428,83428.0
83449,83449.0
83454,83454.0
83805,83805.0
83826,83826.0
83845,83845.0
83847,83847.0
83853,83805.0
83213,83213.0
83244,83244.0
83255,83255.0
83322,83322.0
83327,83327.0
83337,83337.0
83605,83605.0
83606,83656.0
83607,83607.0
83626,83626.0
83630,83607.0
83641,83641.0
83644,83644.0
83651,83651.0
83652,83644.0
83653,83607.0
83656,83656.0
83660,83660.0
83676,83676.0
83686,83686.0
83687,83687.0
83217,83217.0
83230,83276.0
83241,83241.0
83276,83276.0
83285,83285.0
83311,83311.0
83312,83312.0
83318,83318.0
83323,83323.0
83342,83342.0
83346,83346.0
83423,83423.0
83446,83446.0
83520,83520.0
83541,83541.0
83544,83544.0
83546,83546.0
83553,83553.0
83827,83827.0
83226,83226.0
83227,83227.0
83235,83235.0
83251,83251.0
83278,83278.0
83601,83601.0
83623,83623.0
83627,83627.0
83633,83633.0
83647,83647.0
83648,83648.0
83228,83228.0
83232,83232.0
83237,83237.0
83263,83263.0
83283,83283.0
83286,83286.0
83420,83420.0
83421,83421.0
83429,83429.0
83433,83433.0
83436,83436.0
83438,83445.0
83445,83445.0
83451,83451.0
83617,83617.0
83636,83636.0
83657,83657.0
83670,83670.0
83314,83314.0
83330,83330.0
83332,83332.0
83355,83355.0
83522,83522.0
83525,83525.0
83526,83526.0
83530,83530.0
83531,83530.0
83533,83533.0
83539,83539.0
83542,83542.0
83547,83547.0
83549,83549.0
83552,83552.0
83554,83554.0
83671,83671.0
83425,83425.0
83431,83431.0
83434,83434.0
83435,83435.0
83442,83442.0
83443,83443.0
83444,83444.0
83450,83450.0
83325,83325.0
83335,83335.0
83338,83338.0
83801,83801.0
83803,83803.0
83810,83810.0
83814,83814.0
83815,83815.0
83816,83814.0
83833,83833.0
83835,83835.0
83842,83842.0
83854,83854.0
83858,83858.0
83869,83869.0
83876,83876.0
83877,83854.0
83535,83535.0
83537,83537.0
83806,83806.0
83823,83823.0
83832,83832.0
83834,83834.0
83843,83843.0
83844,83844.0
83855,83855.0
83857,83857.0
83871,83871.0
83872,83872.0
83229,83226.0
83253,83253.0
83462,83462.0
83463,83463.0
83464,83464.0
83465,83465.0
83466,83466.0
83467,83467.0
83468,83468.0
83469,83469.0
83523,83523.0
83536,83536.0
83543,83543.0
83548,83548.0
83555,83555.0
83324,83324.0
83349,83349.0
83352,83352.0
83440,83440.0
83441,83448.0
83448,83448.0
83460,83460.0
83336,83336.0
83343,83350.0
83347,83347.0
83350,83350.0
83501,83501.0
83524,83524.0
83540,83540.0
83545,83545.0
83243,83243.0
83252,83252.0
83604,83604.0
83624,83624.0
83628,83628.0
83639,83639.0
83650,83650.0
83619,83619.0
83655,83655.0
83661,83661.0
83211,83211.0
83212,83212.0
83271,83271.0
83802,83802.0
83808,83808.0
83812,83812.0
83837,83837.0
83839,83839.0
83846,83846.0
83849,83849.0
83850,83850.0
83867,83867.0
83868,83868.0
83873,83873.0
83874,83874.0
83422,83422.0
83424,83424.0
83452,83452.0
83455,83455.0
83301,83301.0
83302,83302.0
83303,83301.0
83316,83316.0
83321,83321.0
83328,83328.0
83334,83334.0
83341,83341.0
83344,83344.0
83611,83611.0
83615,83615.0
83635,83638.0
83638,83638.0
83677,83677.0
83610,83610.0
83645,83645.0
83672,83672.0
62301,62301.0
62305,62305.0
62306,62301.0
62320,62320.0
62324,62324.0
62325,62325.0
62338,62338.0
62339,62339.0
62346,62346.0
62347,62347.0
62348,62348.0
62349,62349.0
62351,62351.0
62359,62359.0
62360,62360.0
62365,62365.0
62376,62376.0
62914,62914.0
62957,62957.0
62962,62962.0
62969,62969.0
62988,62988.0
62990,62990.0
62993,62969.0
62019,62019.0
62086,62086.0
62246,62246.0
62262,62262.0
62273,62273.0
62275,62275.0
62284,62284.0
61008,61008.0
61011,61011.0
61012,61012.0
61038,61038.0
61065,61065.0
62353,62353.0
62375,62375.0
62378,62378.0
61312,61312.0
61314,61314.0
61315,61315.0
61317,61317.0
61320,61320.0
61322,61322.0
61323,61323.0
61328,61328.0
61329,61329.0
61330,61330.0
61337,61337.0
61338,61338.0
61344,61344.0
61345,61345.0
61346,61346.0
61349,61349.0
61356,61356.0
61359,61359.0
61361,61361.0
61362,61362.0
61368,61368.0
61374,61374.0
61376,61376.0
61379,61379.0
62006,62006.0
62013,62013.0
62036,62036.0
62045,62045.0
62047,62047.0
62053,62053.0
62065,62065.0
62070,62070.0
61014,61014.0
61046,61046.0
61051,61051.0
61053,61053.0
61074,61074.0
61078,61078.0
61285,61285.0
62611,62611.0
62612,62612.0
62618,62618.0
62622,62622.0
62627,62627.0
62691,62691.0
60949,60949.0
61801,61801.0
61802,61802.0
61803,61801.0
61815,61815.0
61816,61816.0
61820,61820.0
61821,61821.0
61822,61822.0
61824,61820.0
61825,61820.0
61826,61822.0
61840,61840.0
61843,61843.0
61845,61845.0
61847,61847.0
61849,61849.0
61851,61851.0
61852,61852.0
61853,61853.0
61859,61859.0
61862,61862.0
61863,61863.0
61864,61864.0
61866,61866.0
61871,61871.0
61872,61872.0
61873,61873.0
61874,61874.0
61875,61875.0
61877,61877.0
61878,61878.0
61880,61880.0
62083,62083.0
62510,62510.0
62517,62517.0
62531,62531.0
62540,62540.0
62546,62546.0
62547,62547.0
62555,62555.0
62556,62556.0
62557,62557.0
62567,62567.0
62568,62568.0
62570,62570.0
62420,62420.0
62423,62423.0
62441,62441.0
62442,62442.0
62474,62474.0
62477,62477.0
62434,62434.0
62824,62824.0
62839,62839.0
62858,62858.0
62879,62879.0
62899,62899.0
62215,62215.0
62216,62216.0
62218,62218.0
62219,62219.0
62230,62230.0
62231,62231.0
62245,62245.0
62250,62250.0
62252,62231.0
62253,62253.0
62265,62265.0
62266,62266.0
62293,62293.0
61912,61912.0
61920,61920.0
61931,61931.0
61938,61938.0
61943,61943.0
62440,62440.0
62469,62469.0
60004,60004.0
60005,60005.0
60006,60004.0
60007,60007.0
60008,60008.0
60009,60007.0
60016,60016.0
60017,60018.0
60018,60018.0
60019,60018.0
60022,60022.0
60025,60025.0
60026,60026.0
60029,60029.0
60038,60074.0
60043,60043.0
60053,60053.0
60055,60074.0
60056,60056.0
60062,60062.0
60065,60062.0
60067,60067.0
60068,60068.0
60070,60070.0
60074,60074.0
60076,60076.0
60077,60077.0
60078,60067.0
60082,60062.0
60090,60090.0
60091,60091.0
60093,60093.0
60094,60067.0
60095,60067.0
60103,60103.0
60104,60104.0
60107,60107.0
60130,60130.0
60131,60131.0
60141,60141.0
60153,60153.0
60154,60154.0
60155,60155.0
60159,60194.0
60160,60160.0
60161,60160.0
60162,60162.0
60163,60163.0
60164,60164.0
60165,60165.0
60168,60194.0
60169,60169.0
60171,60171.0
60173,60173.0
60176,60176.0
60179,60192.0
60192,60192.0
60193,60193.0
60194,60194.0
60195,60195.0
60196,60173.0
60201,60201.0
60202,60202.0
60203,60203.0
60204,60202.0
60208,60201.0
60209,60201.0
60301,60301.0
60302,60302.0
60303,60302.0
60304,60304.0
60305,60305.0
60402,60402.0
60406,60406.0
60409,60409.0
60411,60411.0
60412,60411.0
60415,60415.0
60418,60445.0
60419,60419.0
60422,60422.0
60425,60425.0
60426,60426.0
60429,60429.0
60430,60430.0
60438,60438.0
60443,60443.0
60445,60445.0
60452,60452.0
60453,60453.0
60454,60632.0
60455,60455.0
60456,60456.0
60457,60457.0
60458,60458.0
60459,60459.0
60461,60461.0
60462,60462.0
60463,60463.0
60464,60464.0
60465,60465.0
60466,60466.0
60467,60467.0
60469,60469.0
60471,60471.0
60472,60472.0
60473,60473.0
60475,60475.0
60476,60476.0
60477,60477.0
60478,60478.0
60480,60480.0
60482,60482.0
60499,60632.0
60501,60501.0
60513,60513.0
60525,60525.0
60526,60526.0
60534,60534.0
60546,60546.0
60558,60558.0
60601,60601.0
60602,60602.0
60603,60603.0
60604,60604.0
60605,60605.0
60606,60606.0
60607,60607.0
60608,60608.0
60609,60609.0
60610,60610.0
60611,60611.0
60612,60612.0
60613,60613.0
60614,60614.0
60615,60615.0
60616,60616.0
60617,60617.0
60618,60618.0
60619,60619.0
60620,60620.0
60621,60621.0
60622,60622.0
60623,60623.0
60624,60624.0
60625,60625.0
60626,60626.0
60628,60628.0
60629,60629.0
60630,60630.0
60631,60631.0
60632,60632.0
60633,60633.0
60634,60634.0
60636,60636.0
60637,60637.0
60638,60638.0
60639,60639.0
60640,60640.0
60641,60641.0
60642,60642.0
60643,60643.0
60644,60644.0
60645,60645.0
60646,60646.0
60647,60647.0
60649,60649.0
60651,60651.0
60652,60652.0
60653,60653.0
60654,60654.0
60655,60655.0
60656,60656.0
60657,60657.0
60659,60659.0
60660,60660.0
60661,60661.0
60664,60632.0
60666,60608.0
60668,60632.0
60669,60632.0
60670,60632.0
60673,60632.0
60674,60632.0
60675,60632.0
60677,60632.0
60678,60632.0
60680,60632.0
60681,60632.0
60682,60608.0
60684,60632.0
60685,60632.0
60686,60607.0
60687,60632.0
60688,60612.0
60689,60607.0
60690,60632.0
60691,60632.0
60693,60608.0
60694,60632.0
60695,60602.0
60696,60607.0
60697,60632.0
60699,60632.0
60701,60632.0
60706,60706.0
60707,60707.0
60712,60712.0
60714,60714.0
60803,60803.0
60804,60804.0
60805,60805.0
60827,60827.0
62413,62413.0
62427,62427.0
62433,62433.0
62449,62449.0
62451,62451.0
62454,62454.0
62464,62454.0
62478,62478.0
62428,62428.0
62435,62440.0
62436,62436.0
62447,62447.0
62468,62468.0
60111,60111.0
60112,60112.0
60115,60115.0
60129,60129.0
60135,60135.0
60145,60145.0
60146,60146.0
60150,60150.0
60178,60178.0
60520,60520.0
60548,60548.0
60550,60550.0
60552,60552.0
60556,60556.0
61727,61727.0
61735,61735.0
61749,61749.0
61750,61750.0
61777,61777.0
61778,61778.0
61842,61842.0
61882,61882.0
61910,61910.0
61911,61911.0
61913,61913.0
61919,61919.0
61930,61930.0
61941,61941.0
61942,61942.0
61953,61953.0
61956,61956.0
60101,60101.0
60105,60106.0
60106,60106.0
60108,60108.0
60116,60188.0
60117,60189.0
60126,60126.0
60128,60189.0
60132,60189.0
60133,60133.0
60137,60137.0
60138,60137.0
60139,60139.0
60143,60143.0
60148,60148.0
60157,60157.0
60172,60172.0
60181,60181.0
60184,60184.0
60185,60185.0
60186,60185.0
60187,60187.0
60188,60188.0
60189,60189.0
60190,60190.0
60191,60191.0
60197,60188.0
60199,60189.0
60399,60106.0
60439,60439.0
60504,60504.0
60514,60514.0
60515,60515.0
60516,60516.0
60517,60517.0
60519,60519.0
60521,60521.0
60522,60189.0
60523,60523.0
60527,60527.0
60532,60532.0
60540,60540.0
60555,60555.0
60559,60559.0
60561,60561.0
60563,60563.0
60565,60565.0
60566,60189.0
60567,60563.0
60569,60563.0
60572,60506.0
60598,60189.0
60599,60189.0
61917,61917.0
61924,61924.0
61932,61932.0
61933,61933.0
61940,61940.0
61944,61944.0
61949,61949.0
61955,61955.0
62476,62476.0
62806,62806.0
62815,62815.0
62818,62818.0
62833,62833.0
62401,62401.0
62411,62411.0
62414,62414.0
62424,62424.0
62426,62426.0
62443,62443.0
62445,62445.0
62461,62461.0
62467,62467.0
62473,62473.0
62011,62011.0
62080,62080.0
62247,62471.0
62418,62418.0
62458,62458.0
62471,62471.0
62838,62838.0
62880,62880.0
62885,62885.0
60919,60919.0
60933,60933.0
60936,60936.0
60946,60946.0
60952,60952.0
60957,60957.0
60959,60959.0
60962,60962.0
61773,61773.0
62812,62812.0
62819,62819.0
62822,62822.0
62825,62825.0
62836,62836.0
62840,62812.0
62856,62856.0
62865,62865.0
62874,62874.0
62884,62884.0
62890,62890.0
62891,62891.0
62896,62896.0
62897,62897.0
62983,62983.0
62999,62999.0
61415,61415.0
61427,61427.0
61431,61431.0
61432,61432.0
61433,61433.0
61441,61441.0
61459,61459.0
61477,61477.0
61482,61482.0
61484,61484.0
61501,61501.0
61519,61519.0
61520,61520.0
61524,61524.0
61531,61531.0
61542,61542.0
61543,61543.0
61544,61544.0
61553,61553.0
61563,61563.0
62867,62867.0
62871,62871.0
62934,62934.0
62954,62954.0
62979,62979.0
62984,62984.0
62016,62016.0
62027,62027.0
62044,62044.0
62050,62050.0
62054,62054.0
62078,62078.0
62081,62081.0
62082,62082.0
62092,62092.0
62098,62098.0
60407,60407.0
60416,60416.0
60424,60424.0
60437,60437.0
60444,60444.0
60447,60447.0
60450,60450.0
60474,60474.0
60479,60479.0
62817,62817.0
62828,62828.0
62829,62829.0
62859,62859.0
62860,62860.0
61450,61450.0
62311,62311.0
62313,62313.0
62316,62316.0
62321,62321.0
62329,62358.0
62330,62330.0
62334,62334.0
62336,62336.0
62341,62341.0
62354,62354.0
62358,62358.0
62367,62367.0
62373,62373.0
62379,62379.0
62380,62380.0
62919,62919.0
62931,62931.0
62955,62931.0
62982,62982.0
61418,61418.0
61425,61425.0
61437,61437.0
61454,61454.0
61460,61460.0
61469,61469.0
61471,61471.0
61480,61480.0
61233,61238.0
61234,61234.0
61235,61235.0
61238,61238.0
61241,61241.0
61254,61254.0
61258,61258.0
61262,61262.0
61273,61273.0
61274,61274.0
61413,61413.0
61419,61419.0
61434,61434.0
61443,61443.0
61468,61468.0
61490,61490.0
60911,60911.0
60912,60912.0
60918,60918.0
60922,60922.0
60924,60924.0
60926,60926.0
60927,60927.0
60928,60928.0
60930,60930.0
60931,60931.0
60938,60938.0
60939,60953.0
60945,60945.0
60948,60948.0
60951,60951.0
60953,60953.0
60955,60955.0
60956,60964.0
60966,60966.0
60967,60953.0
60968,60968.0
60970,60970.0
60973,60973.0
60974,60974.0
62901,62901.0
62902,62902.0
62903,62903.0
62907,62907.0
62916,62916.0
62924,62924.0
62927,62927.0
62932,62932.0
62940,62940.0
62942,62942.0
62950,62950.0
62958,62958.0
62966,62966.0
62971,62966.0
62975,62975.0
62994,62994.0
62432,62432.0
62448,62448.0
62459,62459.0
62475,62475.0
62479,62479.0
62480,62480.0
62481,62481.0
62810,62810.0
62814,62814.0
62816,62816.0
62830,62830.0
62846,62846.0
62864,62864.0
62866,62816.0
62872,62872.0
62883,62883.0
62889,62889.0
62894,62894.0
62898,62898.0
62012,62012.0
62022,62022.0
62028,62028.0
62030,62030.0
62031,62031.0
62037,62037.0
62052,62052.0
62063,62063.0
61001,61001.0
61025,61025.0
61028,61028.0
61036,61036.0
61041,61041.0
61059,61059.0
61075,61075.0
61085,61085.0
61087,61087.0
62908,62908.0
62909,62995.0
62912,62912.0
62923,62923.0
62939,62939.0
62943,62943.0
62967,62967.0
62972,62972.0
62985,62985.0
62995,62995.0
60109,60109.0
60110,60110.0
60118,60118.0
60119,60119.0
60120,60120.0
60121,60120.0
60122,60123.0
60123,60123.0
60124,60124.0
60134,60134.0
60136,60136.0
60140,60140.0
60144,60144.0
60147,60175.0
60151,60151.0
60174,60174.0
60175,60175.0
60177,60177.0
60183,60175.0
60502,60502.0
60505,60505.0
60506,60506.0
60507,60506.0
60510,60510.0
60511,60511.0
60539,60539.0
60542,60542.0
60554,60554.0
60568,60506.0
60901,60901.0
60910,60910.0
60913,60913.0
60914,60914.0
60915,60915.0
60917,60917.0
60935,60935.0
60940,60940.0
60941,60941.0
60944,60958.0
60950,60950.0
60954,60954.0
60958,60958.0
60961,60961.0
60964,60964.0
60969,60969.0
60512,60512.0
60536,60536.0
60537,60537.0
60538,60538.0
60541,60541.0
60543,60543.0
60545,60545.0
60560,60560.0
61401,61401.0
61402,61401.0
61410,61410.0
61414,61414.0
61428,61428.0
61430,61430.0
61436,61436.0
61439,61439.0
61448,61448.0
61458,61458.0
61467,61467.0
61472,61472.0
61474,61474.0
61485,61485.0
61488,61488.0
61489,61489.0
61572,61572.0
60002,60002.0
60010,60010.0
60011,60010.0
60015,60015.0
60020,60020.0
60030,60030.0
60031,60031.0
60035,60035.0
60037,60035.0
60040,60040.0
60041,60041.0
60042,60042.0
60044,60044.0
60045,60045.0
60046,60046.0
60047,60047.0
60048,60048.0
60060,60060.0
60061,60061.0
60064,60064.0
60069,60069.0
60073,60073.0
60075,60099.0
60079,60085.0
60083,60083.0
60084,60084.0
60085,60085.0
60086,60064.0
60087,60087.0
60088,60088.0
60089,60089.0
60096,60096.0
60099,60099.0
60470,60470.0
60518,60518.0
60531,60531.0
60549,60549.0
60551,60551.0
60557,60557.0
61301,61301.0
61316,61316.0
61321,61321.0
61325,61325.0
61332,61332.0
61334,61334.0
61341,61341.0
61342,61342.0
61348,61348.0
61350,61350.0
61354,61354.0
61358,61358.0
61360,61360.0
61364,61364.0
61370,61370.0
61371,61342.0
61372,61372.0
61373,61373.0
62417,62417.0
62439,62439.0
62460,62460.0
62466,62466.0
60530,60530.0
60553,60553.0
61006,61006.0
61021,61021.0
61031,61031.0
61042,61042.0
61057,61057.0
61310,61310.0
61318,61318.0
61324,61324.0
61331,61331.0
61353,61353.0
61367,61367.0
61378,61378.0
60420,60420.0
60460,60460.0
60920,60920.0
60921,60921.0
60929,60929.0
60934,60934.0
61311,61311.0
61313,61313.0
61319,61319.0
61333,61333.0
61739,61739.0
61740,61740.0
61741,61741.0
61743,61743.0
61764,61764.0
61769,61769.0
61775,61775.0
61723,61723.0
61751,61751.0
62512,62512.0
62518,62518.0
62519,62519.0
62541,62541.0
62543,62543.0
62548,62548.0
62634,62634.0
62635,62635.0
62643,62643.0
62656,62656.0
62666,62666.0
62671,62671.0
61411,61411.0
61416,61416.0
61420,61420.0
61422,61422.0
61438,61438.0
61440,61440.0
61455,61455.0
61470,61470.0
61475,61475.0
62326,62326.0
62374,62374.0
60001,60098.0
60012,60012.0
60013,60013.0
60014,60014.0
60021,60021.0
60033,60033.0
60034,60034.0
60039,60098.0
60050,60050.0
60051,60051.0
60071,60071.0
60072,60072.0
60081,60081.0
60097,60097.0
60098,60098.0
60102,60102.0
60142,60142.0
60152,60152.0
60156,60156.0
60180,60180.0
61701,61701.0
61702,61776.0
61704,61704.0
61705,61705.0
61709,61704.0
61710,61701.0
61720,61720.0
61722,61722.0
61724,61724.0
61725,61725.0
61726,61726.0
61728,61728.0
61730,61730.0
61731,61731.0
61732,61732.0
61736,61736.0
61737,61737.0
61744,61744.0
61745,61745.0
61748,61748.0
61752,61752.0
61753,61753.0
61754,61754.0
61758,61761.0
61761,61761.0
61770,61770.0
61772,61772.0
61774,61774.0
61776,61776.0
61790,61761.0
61791,61776.0
61799,61704.0
61756,61756.0
62501,62501.0
62513,62513.0
62514,62514.0
62521,62521.0
62522,62522.0
62523,62523.0
62524,62522.0
62525,62522.0
62526,62526.0
62532,62532.0
62535,62535.0
62537,62537.0
62544,62544.0
62549,62549.0
62551,62551.0
62554,62554.0
62573,62573.0
62009,62009.0
62014,62014.0
62023,62023.0
62033,62033.0
62069,62069.0
62079,62079.0
62085,62085.0
62088,62088.0
62093,62093.0
62626,62626.0
62630,62630.0
62640,62640.0
62649,62649.0
62667,62667.0
62672,62672.0
62674,62674.0
62683,62674.0
62685,62685.0
62690,62690.0
62001,62001.0
62002,62002.0
62010,62010.0
62018,62018.0
62021,62021.0
62024,62024.0
62025,62025.0
62026,62025.0
62034,62034.0
62035,62035.0
62040,62040.0
62046,62046.0
62048,62048.0
62058,62058.0
62060,62060.0
62061,62061.0
62062,62062.0
62067,62067.0
62074,62074.0
62084,62084.0
62087,62087.0
62090,62090.0
62095,62095.0
62097,62097.0
62234,62234.0
62249,62249.0
62281,62281.0
62294,62294.0
62801,62801.0
62807,62807.0
62849,62849.0
62853,62853.0
62854,62854.0
62870,62870.0
62875,62875.0
62881,62881.0
62882,62882.0
62892,62892.0
62893,62893.0
61369,61369.0
61375,61375.0
61377,61377.0
61424,61424.0
61537,61537.0
61540,61540.0
61541,61541.0
61565,61565.0
61570,61570.0
61532,61532.0
61546,61546.0
61567,61567.0
62617,62617.0
62633,62633.0
62644,62644.0
62655,62655.0
62664,62664.0
62682,62682.0
62910,62910.0
62953,62953.0
62960,62960.0
62613,62613.0
62642,62642.0
62659,62675.0
62673,62673.0
62675,62675.0
62688,62688.0
61231,61231.0
61260,61260.0
61263,61263.0
61272,61272.0
61276,61276.0
61281,61281.0
61412,61412.0
61442,61442.0
61465,61465.0
61466,61466.0
61476,61476.0
61486,61486.0
62236,62236.0
62244,62244.0
62248,62248.0
62256,62298.0
62279,62279.0
62295,62295.0
62298,62298.0
62015,62015.0
62017,62017.0
62032,62032.0
62049,62049.0
62051,62051.0
62056,62056.0
62075,62075.0
62076,62076.0
62077,62077.0
62089,62089.0
62091,62091.0
62094,62094.0
62533,62533.0
62538,62538.0
62560,62560.0
62572,62572.0
62601,62601.0
62628,62628.0
62631,62631.0
62638,62638.0
62650,62650.0
62651,62650.0
62660,62650.0
62665,62665.0
62668,62668.0
62692,62692.0
62695,62695.0
61914,61914.0
61925,61925.0
61928,61928.0
61937,61937.0
61951,61951.0
60113,60113.0
61007,61007.0
61010,61010.0
61015,61015.0
61020,61020.0
61030,61030.0
61043,61043.0
61047,61047.0
61049,61049.0
61052,61052.0
61054,61054.0
61061,61061.0
61064,61064.0
61068,61068.0
61084,61084.0
61091,61091.0
61451,61451.0
61517,61517.0
61523,61523.0
61525,61525.0
61526,61526.0
61528,61528.0
61529,61529.0
61533,61533.0
61536,61536.0
61539,61539.0
61547,61547.0
61552,61552.0
61562,61562.0
61569,61569.0
61601,61602.0
61602,61602.0
61603,61603.0
61604,61604.0
61605,61605.0
61606,61606.0
61607,61607.0
61612,61528.0
61613,61614.0
61614,61614.0
61615,61615.0
61616,61616.0
61625,61625.0
61629,61602.0
61630,61528.0
61633,61604.0
61634,61602.0
61636,61603.0
61637,61603.0
61638,61615.0
61639,61603.0
61641,61607.0
61643,61528.0
61650,61528.0
61651,61528.0
61652,61523.0
61653,61528.0
61654,61528.0
61655,61528.0
61656,61528.0
62238,62238.0
62274,62274.0
62832,62832.0
62888,62888.0
62997,62997.0
61813,61813.0
61818,61818.0
61830,61830.0
61839,61839.0
61854,61854.0
61855,61855.0
61856,61856.0
61884,61884.0
61929,61929.0
61936,61936.0
62312,62312.0
62314,62314.0
62323,62323.0
62340,62340.0
62343,62343.0
62345,62345.0
62352,62352.0
62355,62355.0
62356,62356.0
62357,62357.0
62361,62361.0
62362,62362.0
62363,62363.0
62366,62366.0
62370,62370.0
62928,62928.0
62938,62938.0
62947,62947.0
62941,62941.0
62956,62956.0
62963,62963.0
62964,62964.0
62970,62970.0
62973,62992.0
62976,62976.0
62992,62992.0
62996,62996.0
61326,61326.0
61327,61327.0
61335,61335.0
61336,61336.0
61340,61340.0
61363,61363.0
61560,61560.0
62217,62217.0
62233,62233.0
62237,62237.0
62241,62241.0
62242,62242.0
62259,62233.0
62261,62261.0
62272,62272.0
62277,62277.0
62278,62278.0
62280,62280.0
62286,62286.0
62288,62288.0
62292,62292.0
62297,62297.0
62419,62419.0
62421,62421.0
62425,62425.0
62450,62450.0
62452,62452.0
62868,62868.0
61201,61201.0
61204,52806.0
61232,61232.0
61236,61236.0
61237,61279.0
61239,61239.0
61240,61240.0
61242,61242.0
61244,61244.0
61256,61256.0
61257,61257.0
61259,61259.0
61264,61264.0
61265,61265.0
61266,61265.0
61275,61275.0
61278,61278.0
61279,61279.0
61282,61282.0
61284,61284.0
61299,61201.0
62059,62059.0
62071,62059.0
62201,62201.0
62202,62201.0
62203,62203.0
62204,62204.0
62205,62205.0
62206,62206.0
62207,62207.0
62208,62208.0
62220,62220.0
62221,62221.0
62222,62220.0
62223,62223.0
62225,62225.0
62226,62226.0
62232,62232.0
62239,62239.0
62240,62240.0
62243,62243.0
62254,62254.0
62255,62255.0
62257,62257.0
62258,62258.0
62260,62260.0
62264,62264.0
62269,62269.0
62282,62282.0
62285,62285.0
62289,62289.0
62917,62917.0
62930,62930.0
62935,62935.0
62946,62946.0
62965,62965.0
62977,62977.0
62987,62987.0
62515,62515.0
62520,62520.0
62530,62530.0
62536,62536.0
62539,62539.0
62545,62545.0
62558,62558.0
62561,62561.0
62563,62563.0
62615,62615.0
62625,62625.0
62629,62629.0
62661,62661.0
62662,62692.0
62670,62670.0
62677,62677.0
62684,62684.0
62689,62689.0
62693,62693.0
62701,62701.0
62702,62702.0
62703,62703.0
62704,62704.0
62705,62701.0
62706,62704.0
62707,62707.0
62708,62707.0
62711,62711.0
62712,62712.0
62715,62701.0
62716,62561.0
62719,62712.0
62722,62712.0
62723,62712.0
62726,62712.0
62736,62712.0
62739,62701.0
62756,62712.0
62757,62701.0
62761,62561.0
62762,62712.0
62763,62712.0
62764,62712.0
62765,62701.0
62766,62712.0
62767,62712.0
62769,62701.0
62776,62712.0
62777,62712.0
62781,62712.0
62786,62712.0
62791,62712.0
62794,62712.0
62796,62712.0
61452,61452.0
62319,62319.0
